,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
22304,15228035,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3608 W SIERRA VISTA DR,PHOENIX,85019,RESIDENTIAL,220353502,4/21/22,SD,47600,4760,190500,19050,238100,23810,69624,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5322327,33.5320888,-112.1366615,-112.1368446,33.5321631,-112.136734
22314,15228102,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3544 W TUCKEY LN,PHOENIX,85019,RESIDENTIAL,220353502,4/21/22,SD,48200,4820,192800,19280,241000,24100,75084,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5336374,33.5335037,-112.1361652,-112.1363632,33.5335647,-112.136245
22317,15228119,TAH 2018-1 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,3607 W KRALL ST,PHOENIX,85019,RESIDENTIAL,180295535,4/19/18,SD,50500,5050,202300,20230,252800,25280,76279,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,1,1,33.5339496,33.5338244,-112.1366415,-112.1368255,33.5338933,-112.1367108
22324,15228161,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3507 W OCOTILLO RD,PHOENIX,85019,RESIDENTIAL,170842995,11/14/17,SD,50900,5090,203600,20360,254500,25450,125231,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5346739,33.5345403,-112.1347729,-112.1349678,33.5346078,-112.1348944
22336,15229050,RS RENTAL II LLC,AVENUE ONE,32 MERCER ST FL 4,NEW YORK,NY,10013,USA,3911 W MARLETTE AVE,PHOENIX,85019,RESIDENTIAL,211339175,12/17/21,WD,47300,4730,189200,18920,236500,23650,70305,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL II LLC,,Y,1,1,1,33.5288798,33.5287599,-112.1433925,-112.1435713,33.5288272,-112.1434406
22356,15229149,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3943 W MARYLAND AVE,PHOENIX,85019,RESIDENTIAL,120124006,2/15/12,TD,47900,4790,191700,19170,239600,23960,120160,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.5310241,33.5309206,-112.1446811,-112.1448639,33.5309697,-112.144768
22358,15230017,DESERT POINTE PROPERTIES LLC,URBAN POINTE PROPERTIES,525 S DOUGLAS STREET STE 200,EL SEGUNDO,CA,90245,USA,4102 W ROSE LN,PHOENIX,85019,RESIDENTIAL,130903231,10/11/13,WD,50100,5010,200400,20040,250500,25050,77813,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DESERT POINTE PROPERTIES LLC,,Y,1,1,1,33.5278233,33.5277073,-112.1472723,-112.1474522,33.5277778,-112.1473761
22361,15230025,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,6312 N 41ST AVE,PHOENIX,85019,RESIDENTIAL,170842995,11/14/17,SD,47700,4770,191000,19100,238700,23870,68431,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5295134,33.5293562,-112.1473032,-112.1474295,33.5294249,-112.1473528
22365,15230066,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4136 W CLAREMONT ST,PHOENIX,85019,RESIDENTIAL,170842995,11/14/17,SD,54100,5410,216400,21640,270500,27050,80544,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5285723,33.5284096,-112.1486411,-112.1488545,33.5285228,-112.1487267
22372,15230095,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,6302 N 41ST DR,PHOENIX,85019,RESIDENTIAL,180504461,7/2/18,SD,46500,4650,186100,18610,232600,23260,65701,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.529263,33.5291205,-112.1481443,-112.1482929,33.529201,-112.1482144
22377,15230125,TAH 2017-2 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4135 W STELLA LN,PHOENIX,85019,RESIDENTIAL,170944829,12/21/17,SD,47600,4760,190600,19060,238200,23820,70477,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,1,1,33.5303261,33.5302231,-112.1485565,-112.148775,33.5302781,-112.1486801
22378,15230127,TAH 2017-2 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4147 W STELLA LN,PHOENIX,85019,RESIDENTIAL,170944835,12/21/17,SD,54300,5430,217400,21740,271700,27170,83276,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,1,1,33.5303428,33.5302051,-112.149079,-112.1492708,33.5302653,-112.1491924
22381,15230135,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,6329 N 43RD AVE,PHOENIX,85019,RESIDENTIAL,201188809,12/3/20,SD,43200,4320,172800,17280,216000,21600,57510,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.5301447,33.5299877,-112.1510498,-112.1511825,33.530065,-112.1511485
22382,15230142,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4214 W STELLA LN,PHOENIX,85019,RESIDENTIAL,180504461,7/2/18,SD,45600,4560,182600,18260,228200,22820,64845,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5306746,33.5305706,-112.1498688,-112.1500587,33.5306159,-112.1499842
22383,15230154,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,4101 W MARYLAND AVE,PHOENIX,85019,RESIDENTIAL,220331438,4/14/22,SD,48900,4890,195600,19560,244500,24450,73377,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,33.5310209,33.5308918,-112.1472556,-112.1474393,33.5309471,-112.1473295
22385,15230165,DESERT POINTE PROPERTIES LLC,URBAN POINTE PROPERTIES,525 S DOUGLAS STREET STE 200,EL SEGUNDO,CA,90245,USA,4213 W MARYLAND AVE,PHOENIX,85019,RESIDENTIAL,130903231,10/11/13,WD,44500,4450,178000,17800,222500,22250,59216,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DESERT POINTE PROPERTIES LLC,,Y,1,1,1,33.5310262,33.530911,-112.1498659,-112.1500487,33.5309573,-112.1499376
22393,15231041,SWH 2017-1 BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,6507 N 42ND AVE,PHOENIX,85019,RESIDENTIAL,170724308,9/29/17,SD,53300,5330,213400,21340,266700,26670,137052,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,1,1,33.5316685,33.5315074,-112.1494765,-112.1496401,33.5315842,-112.1495883
22395,15231045,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,4148 W SIERRA VISTA DR,PHOENIX,85019,RESIDENTIAL,130035398,1/11/13,WD,46200,4620,185100,18510,231300,23130,65359,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5322029,33.5320753,-112.1491218,-112.1493275,33.5321279,-112.149239
22396,15231051,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,6536 N 41ST DR,PHOENIX,85019,RESIDENTIAL,170102630,2/10/17,SD,45500,4550,182000,18200,227500,22750,63311,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5325726,33.5324103,-112.1481357,-112.1482607,33.5325115,-112.1481911
22400,15231076,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,4147 W TUCKEY LN,PHOENIX,85019,RESIDENTIAL,121146994,12/17/12,WD,50600,5060,202700,20270,253300,25330,77813,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5332631,33.5331232,-112.1491074,-112.1493235,33.5331763,-112.1491924
22416,15232041,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3940 W SIERRA VISTA DR,PHOENIX,85019,RESIDENTIAL,120194432,3/8/12,TD,50700,5070,202900,20290,253600,25360,73036,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.5321998,33.5320872,-112.1445177,-112.1447233,33.5321603,-112.1446283
22420,15232065,AO PROPCO 1 LLC,AVENUE ONE,32 MERCER ST FL 4,NEW YORK,NY,10013,USA,4008 W MCLELLAN BLVD,PHOENIX,85019,RESIDENTIAL,220457352,5/27/22,WD,48800,4880,195300,19530,244100,24410,70477,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AO PROPCO 1 LLC,,Y,1,1,1,33.5329311,33.5327958,-112.1451785,-112.1453584,33.5328699,-112.1452803
22425,15232084,MCH SFR PROPERTY OWNER 2 LLC,MY COMMUNITY HOMES,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,4007 W TUCKEY LN,PHOENIX,85019,RESIDENTIAL,220072173,1/25/22,WD,47000,4700,188300,18830,235300,23530,69113,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 2 LLC,,Y,1,1,1,33.5332543,33.5331251,-112.1451321,-112.1453162,33.5331697,-112.1452337
22431,15232147,CROWNE PROPERTY ACQUISITIONS LLC,RENU PROPERTY MANAGEMENT,1950 E GREYHOUND PASS STE 18 PMB 355,CARMEL,IN,46033,USA,3931 W OCOTILLO RD,PHOENIX,85019,RESIDENTIAL,220315983,4/8/22,WD,46900,4690,187600,18760,234500,23450,66724,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CROWNE PROPERTY ACQUISITIONS LLC,,Y,1,1,1,33.5346856,33.5345675,-112.144229,-112.1444169,33.5346334,-112.1443022
22432,15232151,SRP SUB LLC,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4009 W OCOTILLO RD,PHOENIX,85019,RESIDENTIAL,190446653,6/14/19,SD,47300,4730,189200,18920,236500,23650,66041,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SRP SUB LLC,,Y,1,1,1,33.534685,33.5345697,-112.1451625,-112.1453535,33.5346252,-112.1452337
22435,15301010,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3436 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,170102635,2/10/17,SD,44400,4440,177600,17760,222000,22200,47098,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5205895,33.5204594,-112.1334312,-112.1336206,33.5205286,-112.133567
22437,15301012,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3426 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,41000,4100,164200,16420,205200,20520,44368,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5205715,33.5204767,-112.1330024,-112.133166,33.5205161,-112.133078
22440,15301023,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3312 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,201188809,12/3/20,SD,47900,4790,191800,19180,239700,23970,56313,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.5206001,33.5204618,-112.130484,-112.1306599,33.5205295,-112.130563
22454,15301089,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,5754 N 33RD AVE,PHOENIX,85017,RESIDENTIAL,201188809,12/3/20,SD,49700,4970,198900,19890,248600,24860,62286,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.5227421,33.5225791,-112.1300888,-112.1302637,33.5226538,-112.1302137
22462,15301138,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3427 W RANCHO DR,PHOENIX,85017,RESIDENTIAL,120292651,4/9/12,TD,49900,4990,199600,19960,249500,24950,59897,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.5223846,33.5222398,-112.1330701,-112.1332387,33.5223375,-112.1331246
22478,15302099,ATLAS RESIDENTIAL LLC,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,5742 N 31ST LN,PHOENIX,85017,RESIDENTIAL,100013775,1/7/10,SD,45800,4580,183400,18340,229200,22920,49489,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,1,1,33.5221704,33.5220194,-112.1275307,-112.127639,33.5220858,-112.1275823
22486,15302137,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3154 W PALO VERDE DR,PHOENIX,85017,RESIDENTIAL,170102629,2/10/17,SD,41300,4130,165400,16540,206700,20670,46929,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.523336,33.5232538,-112.1280183,-112.1282015,33.5232793,-112.1280946
22495,15303031,SWH 2017-1 BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,3011 W PALO VERDE DR,PHOENIX,85017,RESIDENTIAL,170724308,9/29/17,SD,44700,4470,178800,17880,223500,22350,49146,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,1,1,33.5231114,33.5229965,-112.1239571,-112.1241427,33.523056,-112.124066
22498,15303037,VM PRONTO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3008 W RANCHO DR,PHOENIX,85017,RESIDENTIAL,220160067,2/22/22,WD,52600,5260,210600,21060,263200,26320,108671,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,1,1,,,,,33.5227101,-112.123833
22501,15303069,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,2944 W SOLANO DR,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,44000,4400,176300,17630,220300,22030,84227,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5220554,33.5219437,-112.1233229,-112.1234759,33.521997,-112.1233907
22505,15303087,EAST ROCK FINANCIAL LLC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE RD B466,SCOTTSDALE,AZ,85254,USA,2939 W SOLANO DR,PHOENIX,85017,RESIDENTIAL,120349204,4/26/12,TD,44600,4460,178600,17860,223200,22320,50852,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAST ROCK FINANCIAL LLC,,Y,1,1,1,33.521687,33.5215727,-112.1231064,-112.12327,33.5216159,-112.1232044
22509,15303121,SWH 2017-1 BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,3011 W SOLANO DR,PHOENIX,85017,RESIDENTIAL,170724306,9/29/17,SD,43900,4390,175700,17570,219600,21960,50341,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,1,1,,,,,33.5208924,-112.1240447
22522,15304013,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2734 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,220331437,4/14/22,SD,47400,4740,189700,18970,237100,23710,94312,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,33.5206416,33.5205179,-112.1184079,-112.1185685,33.5205828,-112.1185004
22540,15304129,THR PHOENIX LLC,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,2836 W PALO VERDE DR,PHOENIX,85017,RESIDENTIAL,120858594,9/21/12,TD,43400,4340,173800,17380,217200,21720,47782,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,1,1,33.5235338,33.5234062,-112.1204992,-112.1206696,33.5234767,-112.1205962
22541,15304133,FIRST FINANCIAL LLC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE RD STE B466,SCOTTSDALE,AZ,85254,USA,2839 W BETHANY HOME RD,PHOENIX,85017,RESIDENTIAL,120734292,8/16/12,TD,38700,3870,154900,15490,193600,19360,42834,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FIRST FINANCIAL LLC,,Y,1,1,1,33.5238673,33.5237357,-112.1207118,-112.120882,33.5238161,-112.1207825
22567,15307042,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,2205 W RANCHO DR,PHOENIX,85015,RESIDENTIAL,130483109,5/28/13,WD,55900,5590,223800,22380,279700,27970,95564,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5215028,33.5213719,-112.1063345,-112.106538,33.5214414,-112.106461
22568,15307045,SWH 2017-1 BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,2143 W RANCHO DR,PHOENIX,85015,RESIDENTIAL,170724306,9/29/17,SD,58300,5830,233400,23340,291700,29170,105117,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,1,1,33.5218192,33.5216297,-112.1056071,-112.1058604,33.521722,-112.1057391
22570,15307067,SWAY 2014-1 BORROWER LLC,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2226 W RANCHO DR,PHOENIX,85015,RESIDENTIAL,140833807,12/19/14,SD,64100,6410,256600,25660,320700,32070,150460,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWAY 2014-1 BORROWER LLC,,Y,1,1,1,33.5219721,33.5217669,-112.1073493,-112.1075912,33.5218322,-112.1074856
22571,15307088,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,2211 W PALO VERDE DR,PHOENIX,85015,RESIDENTIAL,120952774,10/19/12,WD,56200,5620,224900,22490,281100,28110,98976,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5230458,33.5228634,-112.1054133,-112.1056127,33.5229719,-112.1055062
22575,15307099,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,RENTERS WAREHOUSE,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,2210 W PALO VERDE DR,PHOENIX,85015,RESIDENTIAL,211317958,12/13/21,WD,56900,5690,227600,22760,284500,28450,126801,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,,Y,1,1,1,33.5234095,33.523245,-112.1055474,-112.1057783,33.5233202,-112.1056459
22578,15307107,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,5801 N 23RD AVE,PHOENIX,85015,RESIDENTIAL,210268115,3/10/21,QD,55200,5520,220800,22080,276000,27600,95564,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5227515,33.5225958,-112.1079489,-112.1081181,33.522668,-112.1080212
22584,15308038,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2012 W SOLANO DR,PHOENIX,85015,RESIDENTIAL,201012708,10/21/20,SD,54500,5450,218300,21830,272800,27280,93345,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.5213183,33.5211598,-112.1022656,-112.1024244,33.5212346,-112.1023392
22585,15308050,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2037 W RANCHO DR,PHOENIX,85015,RESIDENTIAL,201012708,10/21/20,SD,54000,5400,216300,21630,270300,27030,93345,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.5223359,33.5222023,-112.1032347,-112.1034245,33.5222833,-112.1032939
22586,15308058,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,5702 N 19TH DR,PHOENIX,85015,RESIDENTIAL,201012709,10/21/20,SD,57000,5700,228200,22820,285200,28520,101876,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.521239,33.5210719,-112.100942,-112.1011029,33.5211456,-112.1010351
22590,15308092,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,5815 N 21ST AVE,PHOENIX,85015,RESIDENTIAL,210268115,3/10/21,QD,52900,5290,211600,21160,264500,26450,113560,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5230739,33.5229086,-112.1037258,-112.1038469,33.523003,-112.103783
22593,15309003,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,5525 N 21ST AVE,PHOENIX,85015,RESIDENTIAL,210268125,3/10/21,QD,57600,5760,230400,23040,288000,28800,139633,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5179557,33.5177885,-112.1037547,-112.103893,33.5178776,-112.1038295
22605,15309139,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2020 W SAN MIGUEL AVE,PHOENIX,85015,RESIDENTIAL,201012708,10/21/20,SD,55500,5550,222100,22210,277600,27760,90102,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.5203252,33.520232,-112.102916,-112.1031128,33.5202807,-112.1029912
22611,15310048,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,2107 W SAN MIGUEL AVE,PHOENIX,85015,RESIDENTIAL,220353502,4/21/22,SD,62900,6290,251600,25160,314500,31450,153376,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5199373,33.5197443,-112.1044589,-112.1046705,33.5198763,-112.104598
22613,15310069,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2126 W SAN JUAN AVE,PHOENIX,85015,RESIDENTIAL,210268115,3/10/21,QD,60400,6040,241800,24180,302200,30220,119623,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5194985,33.5193714,-112.105234,-112.1054772,33.5194206,-112.1053665
22615,15310080,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,2137 W SAN JUAN AVE,PHOENIX,85015,RESIDENTIAL,180504461,7/2/18,SD,60200,6020,240900,24090,301100,30110,114505,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5191085,33.5189037,-112.1058773,-112.1061565,33.5190075,-112.1060185
22618,15310091,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2113 W LUKE AVE,PHOENIX,85015,RESIDENTIAL,210268116,3/10/21,QD,55100,5510,220700,22070,275800,27580,93856,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5183503,33.5182274,-112.1047204,-112.1049461,33.5182771,-112.1048076
22628,15311027,STAR 2021-SFR1 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2301 W SAN MIGUEL AVE,PHOENIX,85015,RESIDENTIAL,210268115,3/10/21,QD,57000,5700,228200,22820,285200,28520,81603,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,1,1,33.5193712,33.5192148,-112.1085107,-112.1086805,33.5192936,-112.1086034
