,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
22633,15311055,2018-1 1H BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2307 W LUKE AVE,PHOENIX,85015,RESIDENTIAL,180104958,2/12/18,SD,57500,5750,230100,23010,287600,28760,85325,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,1,1,33.5184725,33.5183122,-112.1087516,-112.108925,33.518393,-112.1088596
22650,15312037,ATLAS RESIDENTIAL LLC,ATLAS RESIDENTIAL LLC,2629 W MARSHALL AVE,PHOENIX,AZ,85017,USA,2629 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,130347934,4/16/13,WD,42900,4290,171600,17160,214500,21450,38739,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,1,1,33.51755,33.5174114,-112.1160603,-112.1161825,33.5174915,-112.1161251
22676,15313016,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,5643 N 29TH AVE,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,41200,4120,164900,16490,206100,20610,44540,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5199647,33.5198064,-112.1209402,-112.1211035,33.5198626,-112.1210154
22677,15313017,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,5637 N 29TH AVE,PHOENIX,85017,RESIDENTIAL,170102635,2/10/17,SD,46300,4630,185300,18530,231600,23160,55631,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5197467,33.5195978,-112.1209322,-112.1210915,33.5196546,-112.1210154
22686,15313082,RS RENTAL II LLC,AVENUE ONE,32 MERCER ST FLOOR 4,NEW YORK,NY,100132518,USA,2721 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,211235785,11/18/21,WD,45600,4560,182700,18270,228300,22830,87642,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL II LLC,,Y,1,1,1,33.5173593,33.5172472,-112.1179485,-112.1180926,33.5173006,-112.1180347
22687,15313083,STAR 2021-SFR2 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2725 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,211321707,12/14/21,SD,44400,4440,177800,17780,222200,22220,52046,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR2 BORROWER LP,,Y,1,1,1,33.5173581,33.5172365,-112.1181623,-112.1183289,33.5172986,-112.1182675
22689,15313096,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,5524 N 28TH DR,PHOENIX,85017,RESIDENTIAL,170314433,5/1/17,SD,40600,4060,162600,16260,203200,20320,44540,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5176974,33.5175517,-112.120584,-112.1206833,33.5176445,-112.1206428
22702,15313151,CROWNE PROPERTY ACQUISITIONS LLC,RENU PROPERTY MANAGEMENT,1950 E GREYHOUND PASS STE 18-355,CARMEL,IN,46033,USA,2816 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,220465018,5/31/22,WD,47800,4780,191300,19130,239100,23910,58874,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CROWNE PROPERTY ACQUISITIONS LLC,,Y,1,1,1,33.5177639,33.5176303,-112.1199117,-112.1200796,33.5176833,-112.1199908
22705,15314011,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3011 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,44100,4410,176600,17660,220700,22070,92166,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5202186,33.5200963,-112.1236384,-112.1238408,33.5201474,-112.1237167
22717,15314064,SRP SUB LLC,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,852557807,USA,2928 W SAN JUAN AVE,PHOENIX,85017,RESIDENTIAL,170342769,5/11/17,SD,40900,4090,163600,16360,204500,20450,44368,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SRP SUB LLC,,Y,1,1,1,33.5191726,33.5190578,-112.1224445,-112.1226059,33.5191261,-112.1225058
22724,15314092,RS XII PHOENIX OWNER 2 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,2941 W LUKE AVE,PHOENIX,85017,RESIDENTIAL,211091791,10/8/21,WD,41600,4160,166600,16660,208200,20820,44710,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,1,1,33.5180934,33.5179871,-112.1231026,-112.1232667,33.5180387,-112.1232044
22733,15314129,CROWNE PROPERTY ACQUISITIONS LLC,RENU PROPERTY MANAGEMENT,1950 E GREYHOUND PASS STE 18 PMB 355,CARMEL,IN,46033,USA,5629 N 31ST AVE,PHOENIX,85017,RESIDENTIAL,220415738,5/12/22,WD,43200,4320,173000,17300,216200,21620,47954,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CROWNE PROPERTY ACQUISITIONS LLC,,Y,1,1,1,33.5195279,33.5194139,-112.1252646,-112.1253971,33.5194679,-112.1253468
22740,15315003,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3111 W MONTEBELLO AVE,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,47100,4710,188400,18840,235500,23550,53071,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.520211,33.5200966,-112.1262327,-112.1264006,33.5201583,-112.1263248
22751,15315066,ARIP LLC,URBAN POINTE PROPERTIES,525 S DOUGLAS ST STE 200,EL SEGUNDO,CA,90245,USA,3132 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,110154451,2/22/11,TD,44900,4490,179700,17970,224600,22460,84526,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARIP LLC,,Y,1,1,1,33.5177057,33.5176202,-112.1270514,-112.127218,33.5176721,-112.1271631
22752,15315070,RS RENTAL III A LLC,AVENUE ONE,32 MERCER ST FLOOR 4,NEW YORK,NY,10013,USA,5607 N 31ST LN,PHOENIX,85017,RESIDENTIAL,211387348,12/30/21,WD,48400,4840,193700,19370,242100,24210,95483,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,1,1,33.5186321,33.5184902,-112.1270472,-112.1272,33.5185707,-112.1271399
22757,15315106,RS RENTAL III-A LLC,AVENUE ONE,32 MERCER ST FL 4,NEW YORK,NY,10013,USA,3212 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,220204207,3/7/22,WD,46000,4600,184100,18410,230100,23010,52560,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,1,1,33.5177378,33.5176111,-112.1287649,-112.128927,33.5176745,-112.1288165
22758,15315111,ARVM 5 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,5611 N 32ND DR,PHOENIX,85017,RESIDENTIAL,210713831,6/29/21,WD,48100,4810,192500,19250,240600,24060,94075,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARVM 5 LLC,,Y,1,1,1,33.5188167,33.5186735,-112.1287518,-112.1288857,33.518756,-112.1288165
22759,15315125,NATIONWIDE ASSETS LLC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE BLVD B466,SCOTTSDALE,AZ,85254,USA,3228 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,100855529,9/30/10,SD,44700,4470,179000,17900,223700,22370,47439,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NATIONWIDE ASSETS LLC,,Y,1,1,1,33.5177162,33.5176038,-112.1293797,-112.129548,33.5176608,-112.1294453
22760,15315129,STARDOM REALTY LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,5601 N 33RD AVE,PHOENIX,85017,RESIDENTIAL,110917719,11/4/11,TD,45400,4540,181900,18190,227300,22730,49489,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REALTY LLC,,Y,1,1,1,33.5184326,33.5182937,-112.1296226,-112.1297668,33.5183659,-112.1296781
22763,15315148,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3133 W MARSHALL AVE,PHOENIX,85017,RESIDENTIAL,170102635,2/10/17,SD,45500,4550,182100,18210,227600,22760,85634,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5173535,33.5172664,-112.127115,-112.127282,33.5172977,-112.1271631
22787,15316102,ARMM ASSET COMPANY 1 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,5512 N 34TH DR,PHOENIX,85017,RESIDENTIAL,220540709,6/30/22,SD,53800,5380,215400,21540,269200,26920,105744,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARMM ASSET COMPANY 1 LLC,,Y,1,1,1,33.5172724,33.5171252,-112.1330594,-112.1332249,33.5171799,-112.1331246
22792,15322022B,STARDOM LOANS LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,2128 W GEORGIA AVE,PHOENIX,85015,RESIDENTIAL,120758539,8/23/12,SD,44100,4410,176400,17640,220500,22050,57251,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM LOANS LLC,,Y,1,1,1,33.515233,33.5151446,-112.1052949,-112.105445,33.5151774,-112.1053665
22796,15322044,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,5311 N 22ND DR,PHOENIX,85015,RESIDENTIAL,170314433,5/1/17,SD,45400,4540,181600,18160,227000,22700,83723,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5155798,33.5154463,-112.1070116,-112.1071642,33.5155207,-112.1070897
22811,15322100,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,5207 N 23RD AVE,PHOENIX,85015,RESIDENTIAL,180504459,7/2/18,SD,59300,5930,237500,23750,296800,29680,89761,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,,,,,33.5135008,-112.1081297
22814,15323015A,HPA II BORROWER 2021-1 LLC,HOME PARTNERS,120 S RIVERSIDE PLAZA STE 2000,PLANO,TX,75093,USA,1901 W DENTON LN,PHOENIX,85015,RESIDENTIAL,210844709,8/4/21,SD,53500,5350,214000,21400,267500,26750,54265,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HPA II BORROWER 2021-1 LLC,,Y,1,1,1,,,,,33.515903,-112.100048
22828,15323108,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2041 W GEORGIA AVE,PHOENIX,85015,RESIDENTIAL,201012708,10/21/20,SD,52800,5280,211200,21120,264000,26400,100829,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.5145029,33.5143787,-112.1035893,-112.1037583,33.5144508,-112.1036898
22831,15323123,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2014 W GEORGIA AVE,PHOENIX,85015,RESIDENTIAL,170314433,5/1/17,SD,51800,5180,207500,20750,259300,25930,57710,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5149635,33.5148356,-112.1024135,-112.1025947,33.5148765,-112.1025255
22837,15323167,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,2035 W MISSOURI AVE,PHOENIX,85015,RESIDENTIAL,130882918,10/3/13,0,53700,5370,214800,21480,268500,26850,59044,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5167056,33.5165846,-112.1033533,-112.1035291,33.5166576,-112.103457
22839,15324008,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,5043 N 20TH AVE,PHOENIX,85015,RESIDENTIAL,180504459,7/2/18,SD,50900,5090,203600,20360,254500,25450,117291,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5110719,33.5109251,-112.1020949,-112.1022801,33.5109852,-112.1021994
22842,15324016,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,5131 N 20TH AVE,PHOENIX,85015,RESIDENTIAL,180504459,7/2/18,SD,48100,4810,192600,19260,240700,24070,79428,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5124456,33.5123016,-112.1021113,-112.1022679,33.5123581,-112.1021994
22867,15402034A,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,2102 W PIERSON ST,PHOENIX,85015,RESIDENTIAL,180504461,7/2/18,SD,50900,5090,203700,20370,254600,25460,50512,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5079699,33.5078691,-112.1043461,-112.1045537,33.5079046,-112.104435
22877,15402092,AMERICAN RESIDENTIAL LEASING COMPANY LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2115 W ELM ST,PHOENIX,85015,RESIDENTIAL,130896377,10/9/13,QD,50100,5010,200700,20070,250800,25080,88748,121,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,1,1,33.5066883,33.5065368,-112.1047597,-112.1048907,33.5066284,-112.1048076
22878,15402098,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,2116 W HIGHLAND AVE,PHOENIX,85015,RESIDENTIAL,170102632,2/10/17,SD,45100,4510,180600,18060,225700,22570,76486,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.506206,33.5060894,-112.1050891,-112.1052067,33.5061514,-112.1051336
22889,15405022,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,4720 N 28TH DR,PHOENIX,85017,RESIDENTIAL,220331438,4/14/22,SD,45500,4550,182000,18200,227500,22750,39404,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,33.5068517,33.5066664,-112.1198748,-112.1200849,33.5067842,-112.1199908
22906,15406026,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,4641 N 29TH DR,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,46600,4660,186500,18650,233100,23310,44028,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5061125,33.505919,-112.1225539,-112.1227598,33.5060128,-112.1226688
22907,15406032,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,4744 N 29TH AVE,PHOENIX,85017,RESIDENTIAL,111045750,12/20/11,TD,47900,4790,191900,19190,239800,23980,87443,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.5071701,33.5069939,-112.1213284,-112.1215533,33.5070714,-112.1214578
22918,15406082,DUNLEY LLC,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3036 W ELM ST,PHOENIX,85017,RESIDENTIAL,130024672,1/9/13,WD,45600,4560,182700,18270,228300,22830,42834,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DUNLEY LLC,,Y,1,1,1,33.5073847,33.5072637,-112.1252344,-112.1254158,33.5073213,-112.1253468
22924,15406118,RS RENTAL III A LLC,AVENUE ONE,32 MERCER ST FLOOR 4,NEW YORK,NY,10013,USA,3034 W PIERSON ST,PHOENIX,85017,RESIDENTIAL,211387348,12/30/21,WD,50600,5060,202500,20250,253100,25310,91461,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,1,1,33.5081118,33.5079958,-112.1241299,-112.1243039,33.5080713,-112.124229
22928,15406154,HPA ARIZONA I LLC,"PATHLIGHT PROPERTY MANAGEMENT	",6500 INTERNATIONAL PARKWAY STE 1100,PLANO,TX,75093,USA,3020 W MARIPOSA ST,PHOENIX,85017,RESIDENTIAL,210954592,9/2/21,WD,47500,4750,190300,19030,237800,23780,47272,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HPA ARIZONA I LLC,,Y,1,1,1,33.5088427,33.508733,-112.1232911,-112.1234699,33.5087854,-112.123414
22934,15407017,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3122 W MARIPOSA ST,PHOENIX,85017,RESIDENTIAL,170102631,2/10/17,SD,48000,4800,192000,19200,240000,24000,47272,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5088603,33.5087352,-112.126654,-112.1268374,33.508807,-112.126744
22944,15407095,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3133 W PIERSON ST,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,48300,4830,193200,19320,241500,24150,87241,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5073709,33.5071981,-112.1270796,-112.127303,33.5072638,-112.1272097
22958,15408024,ATLAS RESIDENTIAL LLC,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,3409 W CAMELBACK RD,PHOENIX,85017,RESIDENTIAL,120487427,6/6/12,TD,42300,4230,169200,16920,211500,21150,57805,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,1,1,33.5092801,33.5091711,-112.1327423,-112.1329475,33.5092457,-112.1328451
22961,15408053,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3339 W COLLEGE DR,PHOENIX,85017,RESIDENTIAL,220353502,4/21/22,SD,49300,4930,197200,19720,246500,24650,50684,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.5084741,33.5083568,-112.13177,-112.1319631,33.5084304,-112.1318671
22962,15408057,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3415 W COLLEGE DR,PHOENIX,85017,RESIDENTIAL,170102635,2/10/17,SD,46600,4660,186600,18660,233200,23320,44641,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5082739,33.5081511,-112.1326195,-112.1328169,33.5082067,-112.1327287
22963,15408062,PINE GROVE RESIDENTIAL FUNDING I LLC,RENTERS WAREHOUSE,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,3410 W MARIPOSA ST,PHOENIX,85017,RESIDENTIAL,220422511,5/16/22,WD,47500,4750,190000,19000,237500,23750,46619,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,1,1,33.5079465,33.507783,-112.1323924,-112.1326191,33.5078507,-112.1325191
22967,15408075,THR PHOENIX LLC,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,3305 W MARIPOSA ST,PHOENIX,85017,RESIDENTIAL,120867527,9/25/12,AF,50100,5010,200500,20050,250600,25060,54949,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,1,1,33.5076464,33.50753,-112.1302564,-112.1304289,33.5075949,-112.1303302
22972,15408104,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3305 W PIERSON ST,PHOENIX,85017,RESIDENTIAL,170102635,2/10/17,SD,46100,4610,184700,18470,230800,23080,45766,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5068571,33.506756,-112.1302453,-112.1303985,33.5068045,-112.1303302
22980,15408148,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,3315 W ELM ST,PHOENIX,85017,RESIDENTIAL,170102631,2/10/17,SD,45100,4510,180400,18040,225500,22550,79402,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.5060585,33.5059534,-112.1307025,-112.13087,33.5060102,-112.1307959
22982,15408157,RS XII PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3415 W ELM ST,PHOENIX,85017,RESIDENTIAL,210459288,4/23/21,WD,50200,5020,201000,20100,251200,25120,49525,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,,Y,1,1,1,33.5060619,33.5059237,-112.1326702,-112.1328481,33.5059768,-112.132752
22988,15410033,THR PHOENIX LLC,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,4537 N 30TH AVE,PHOENIX,85017,RESIDENTIAL,120665659,7/27/12,WD,49600,4960,198500,19850,248100,24810,48246,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,1,1,33.5037409,33.5036074,-112.1227755,-112.1229554,33.5036733,-112.1228318
22995,15410060,2018-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,3022 W HAZELWOOD ST,PHOENIX,85017,RESIDENTIAL,180353712,5/9/18,SD,44200,4420,176900,17690,221100,22110,77694,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,1,1,33.5046967,33.5045874,-112.1241301,-112.1242802,33.5046271,-112.1241824
23002,15410108,2018-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,2936 W HIGHLAND AVE,PHOENIX,85017,RESIDENTIAL,180353712,5/9/18,SD,49400,4940,197800,19780,247200,24720,50002,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,1,1,33.5055903,33.5054185,-112.1227476,-112.122968,33.5054951,-112.1228784
23008,15411051,SCHILLINGER DEVELOPMENT INC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE RD B 466,SCOTTSDALE,AZ,85254,USA,2812 W MINNEZONA AVE,PHOENIX,85017,RESIDENTIAL,130039557,1/14/13,WD,45100,4510,180700,18070,225800,22580,80507,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SCHILLINGER DEVELOPMENT INC,,Y,1,1,1,33.5033308,33.5031698,-112.1199638,-112.1201308,33.5032558,-112.1200606
23014,15411073,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4531 N 27TH DR,PHOENIX,85017,RESIDENTIAL,170842995,11/14/17,SD,46600,4660,186400,18640,233000,23300,43749,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5036542,33.5034876,-112.1176616,-112.1178468,33.503583,-112.1177552
23016,15411092,2013-1 IH BORROWER LP,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS,TX,75202,USA,2745 W HAZELWOOD ST,PHOENIX,85017,RESIDENTIAL,170165744,3/8/17,0,44500,4450,178100,17810,222600,22260,63737,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2013-1 IH BORROWER LP,,Y,1,1,1,33.5042974,33.5041811,-112.119085,-112.1192382,33.5042369,-112.1191524
23048,15414121A,BAF ASSETS 3 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,4506 N 22ND AVE,PHOENIX,85015,RESIDENTIAL,210557805,5/19/21,SD,48000,4800,192000,19200,240000,24000,81399,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,1,1,33.5026958,33.5025763,-112.1064251,-112.1066137,33.502645,-112.1065309
23052,15415063,2013-1 IH BORROWER LP,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS,TX,75202,USA,2055 W CAMPBELL AVE,PHOENIX,85015,RESIDENTIAL,131007912,11/22/13,SD,59500,5950,238000,23800,297500,29750,88736,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2013-1 IH BORROWER LP,,Y,1,1,1,33.5022108,33.5020094,-112.1035345,-112.1037596,33.5020778,-112.1036665
23056,15415079,FKH SFR C1 L P,FIRSTKEY HOMES,1850 PARKWAY PL SE STE 900,MARIETTA,GA,30067,USA,4413 N 19TH DR,PHOENIX,85015,RESIDENTIAL,210788071,7/20/21,SD,63700,6370,254900,25490,318600,31860,109386,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR C1 LP,,Y,1,1,1,33.5011931,33.5010199,-112.1007359,-112.1008856,33.5010946,-112.1008022
