index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,P_NAME,Is_top_corpo,lat,lng
6868,10452506,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3923 S 82ND DR,PHOENIX,85043,RESIDENTIAL,200175656,2/28/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4125035,-112.2361422
6869,10452507,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3921 S 82ND DR,PHOENIX,85043,RESIDENTIAL,201243702,12/16/20,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4125106,-112.2360441
6870,10452508,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,3919 S 82ND DR,PHOENIX,85043,RESIDENTIAL,200436933,5/21/20,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.412622,-112.2363814
6871,10452509,FIREBIRD SFE I LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3917 S 82ND DR,PHOENIX,85043,RESIDENTIAL,191055865,12/30/19,SD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FIREBIRD SFE I LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.412622,-112.2363814
6872,10452510,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3915 S 82ND DR,PHOENIX,85043,RESIDENTIAL,201243702,12/16/20,SD,51200,5120,204800,20480,256000,25600,154663,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4126829,-112.2363859
6873,10452511,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8217 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200436933,5/21/20,SD,51200,5120,204800,20480,256000,25600,154663,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4129138,-112.2367019
6874,10452512,ALTO ASSET COMPANY 2 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8219 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200173861,2/28/20,SD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.412805,-112.2366664
6875,10452513,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8221 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200436933,5/21/20,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4126792,-112.236684
6876,10452514,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8223 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200267329,3/27/20,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4126707,-112.2368881
6877,10452515,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8225 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200175656,2/28/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4127956,-112.2368881
6878,10452516,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8227 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200267329,3/27/20,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4129204,-112.2368881
6879,10452518,ALTO ASSET COMPANY 2 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8233 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200173861,2/28/20,SD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4128022,-112.2370744
6880,10452519,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8235 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,201243702,12/16/20,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4126686,-112.237121
6881,10452520,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8237 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,201243702,12/16/20,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4126752,-112.2373073
6882,10452521,ALTO ASSET COMPANY 2 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8239 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200173861,2/28/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4127913,-112.2373538
6883,10452522,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8241 W ODEUM LN,PHOENIX,85043,RESIDENTIAL,200267329,3/27/20,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4129249,-112.2373073
6884,10452523,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8245 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200267329,3/27/20,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133974,-112.2374467
6885,10452524,ALTO ASSET COMPANY 2 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8243 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200217828,3/13/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133975,-112.2374007
6886,10452525,CPI AMHERST SFR PROGRAM II OWNER LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8241 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,210621195,6/4/21,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM II OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133977,-112.237354
6887,10452526,RH EVERGREEN OWNERCO LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8239 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,210933510,8/30/21,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH EVERGREEN OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133978,-112.2373073
6888,10452527,ALTO ASSET COMPANY 2 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8237 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200173861,2/28/20,SD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4132473,-112.2371689
6889,10452528,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8235 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200436933,5/21/20,SD,51200,5120,204800,20480,256000,25600,154663,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.413398,-112.2372138
6890,10452529,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8231 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200175655,2/28/20,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133985,-112.2369927
6891,10452530,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8229 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200068929,1/27/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4132515,-112.2369816
6892,10452531,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8227 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200175655,2/28/20,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133988,-112.2368949
6893,10452532,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8225 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200175655,2/28/20,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4132527,-112.2367707
6894,10452533,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8223 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200068929,1/27/20,SD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4132292,-112.236795
6895,10452534,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8221 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,200068929,1/27/20,SD,51200,5120,204800,20480,256000,25600,154663,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4133992,-112.2367481
6896,10452535,RS XII PHOENIX OWNER 2 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8217 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,211220742,11/15/21,WD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4133996,-112.2365645
6898,10452542,RS XII NM PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8210 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,220432846,5/19/22,SD,46600,4660,186400,18640,233000,23300,136542,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4138982,-112.2365155
6899,10452543,PROGRESS RESIDENTIAL BORROWER 16 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8212 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,210634366,6/9/21,SD,55200,5520,220800,22080,276000,27600,161014,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4138979,-112.2366317
6900,10452544,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8214 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,211023469,9/22/21,SD,55200,5520,220800,22080,276000,27600,161014,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4138976,-112.2367479
6902,10452554,PROGRESS PHOENIX LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8238 W ALBENIZ PL,PHOENIX,85043,RESIDENTIAL,220544505,6/30/22,WD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS PHOENIX LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4138962,-112.2373305
6904,10452571,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8225 W ILLINI ST,PHOENIX,85043,RESIDENTIAL,220415799,5/12/22,SD,48500,4850,194200,19420,242700,24270,148109,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4144537,-112.2367019
6905,10452577,IH6 PROPERTY PHOENIX L P,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8216 W ILLINI ST,PHOENIX,85043,RESIDENTIAL,210855284,8/6/21,WD,48500,4850,194200,19420,242700,24270,148109,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4147713,-112.2365621
6908,10452592,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,1950 E GREYHOUND PASS SUITE 18-355,CARMEL,IN,46033,USA,8250 W ILLINI ST,PHOENIX,85043,RESIDENTIAL,220339324,4/18/22,WD,53800,5380,215400,21540,269200,26920,166683,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,,Y,1,RENU PROPERTY MANAGEMENT,RENU Property Management,1,33.4150277,-112.2376333
6909,10452593,SFR INVESTMENTS V BORROWER 1 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8252 W ILLINI ST,PHOENIX,85043,RESIDENTIAL,220187341,3/1/22,WD,46600,4660,186400,18640,233000,23300,138493,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4148941,-112.2376798
6913,10453023,AMH 2014 3 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7718 W SOUTHGATE AVE,PHOENIX,85043,RESIDENTIAL,140791778,12/2/14,SD,61600,6160,246600,24660,308200,30820,122354,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-3 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4118474,-112.225874
6914,10453054,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7713 W WOOD LN,PHOENIX,85043,RESIDENTIAL,140570910,8/28/14,SD,54100,5410,216500,21650,270600,27060,108360,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4097259,-112.2261248
6916,10453060,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,7712 W PUEBLO AVE,PHOENIX,85043,RESIDENTIAL,180504460,7/2/18,SD,62500,6250,250200,25020,312700,31270,133617,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4093808,-112.2261534
6919,10453070,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,4203 S 77TH AVE,PHOENIX,85043,RESIDENTIAL,170793317,10/26/17,SD,50400,5040,201700,20170,252100,25210,98976,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4107397,-112.2250124
6924,10453151,THR PHOENIX LP,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,7801 W ENCINAS LN,PHOENIX,85043,RESIDENTIAL,130053547,1/17/13,TD,61400,6140,245700,24570,307100,30710,134981,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4105675,-112.2274807
6925,10453157,RSTK PHOENIX OWNER 1 LP/CHAPPELL EMILY L,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,7816 W WOOD LN,PHOENIX,85043,RESIDENTIAL,220240458,3/17/22,SD,62500,6250,250100,25010,312600,31260,134810,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,CHAPPELL EMILY L,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4102271,-112.2282957
6926,10453201,SRP SUB LLC,8665 E HARTFORD DR NO 200,SCOTTSDALE,AZ,85255,USA,2822 S 81ST AVE,PHOENIX,85043,RESIDENTIAL,180104956,2/12/18,SD,55700,5570,223000,22300,278700,27870,109557,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SRP SUB LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4218368,-112.2339541
6928,10453214,AMH 2014-2 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,8024 W PAYSON RD,PHOENIX,85043,RESIDENTIAL,140639020,9/26/14,SD,59200,5920,237000,23700,296200,29620,118601,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-2 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4226,-112.2333254
6932,10453247,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,8015 W WILLIAMS ST,PHOENIX,85043,RESIDENTIAL,140335625,5/23/14,SD,53200,5320,213100,21310,266300,26630,104606,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4206166,-112.2326967
6937,10453325,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,4224 S 76TH AVE,PHOENIX,85043,RESIDENTIAL,180353712,5/9/18,SD,65600,6560,262600,26260,328200,32820,148461,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4092848,-112.2238947
6938,10453328,PROGRESS PHOENIX LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,7910 W WINSLOW AVE,PHOENIX,85043,RESIDENTIAL,220255916,3/22/22,WD,63100,6310,252600,25260,315700,31570,139246,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS PHOENIX LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4220606,-112.230438
6939,10453331,TAH 2018 1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,7922 W WINSLOW AVE,PHOENIX,85043,RESIDENTIAL,180295533,4/19/18,SD,53400,5340,213600,21360,267000,26700,108531,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4220224,-112.2309736
6940,10453332,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,7926 W WINSLOW AVE,PHOENIX,85043,RESIDENTIAL,180756876,10/9/18,SD,53600,5360,214400,21440,268000,26800,109386,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4220377,-112.2311133
6941,10453337,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7923 W PAYSON RD,PHOENIX,85043,RESIDENTIAL,140570910,8/28/14,SD,53800,5380,215200,21520,269000,26900,111092,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.422421,-112.2310667
6942,10453345,SFR JAVELIN BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,2820 S 80TH AVE,PHOENIX,85043,RESIDENTIAL,211296412,12/7/21,WD,53600,5360,214600,21460,268200,26820,109557,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR JAVELIN BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4220313,-112.2318119
6943,10453349,PROGRESS RESIDENTIAL BORROWER 4 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2910 S 80TH AVE,PHOENIX,85043,RESIDENTIAL,180589515,8/3/18,SD,52400,5240,209900,20990,262300,26230,101195,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 4 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4215232,-112.2318584
6944,10453354,SHARP ROCK SFR LLC,4500 N 32ND ST STE 200,PHOENIX,AZ,85018,USA,7941 W WILLIAMS ST,PHOENIX,85043,RESIDENTIAL,170766466,10/16/17,WD,54200,5420,216800,21680,271000,27100,121500,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SHARP ROCK SFR LLC,,Y,1,METROPOLITAN REAL ESTATE,Metropolitan Real Estate,1,33.4209011,-112.2316256
6947,10453371,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,7932 W WILLIAMS ST,PHOENIX,85043,RESIDENTIAL,170793317,10/26/17,SD,53500,5350,214200,21420,267700,26770,108531,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4212536,-112.2312996
6948,10453378,IH6 PROPERTY PHOENIX LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,7916 W FLORENCE AVE,PHOENIX,85043,RESIDENTIAL,210422015,4/15/21,WD,53500,5350,214200,21420,267700,26770,108531,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4205449,-112.2305311
6950,10453381,HEE VEE & VEE LP,4500 N 32ND ST STE 200,PHOENIX,AZ,85018,USA,7928 W FLORENCE AVE,PHOENIX,85043,RESIDENTIAL,110294424,4/6/11,TD,57800,5780,231200,23120,289000,28900,121500,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HEE VEE & VEE LP,,Y,1,METROPOLITAN REAL ESTATE,Metropolitan Real Estate,1,33.4205242,-112.2309736
