index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,P_NAME,Is_top_corpo,lat,lng
6730,10448524,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,6426 W RIVA RD,PHOENIX,85043,RESIDENTIAL,130317682,4/9/13,SD,49200,4920,197100,19710,246300,24630,89248,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.41642,-112.1984052
6733,10448529,PROGRESS RESIDENTIAL BORROWER 6 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6429 W ELWOOD ST,PHOENIX,85043,RESIDENTIAL,190149026,3/4/19,SD,45000,4500,180200,18020,225200,22520,108083,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 6 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.41675,-112.1989787
6734,10448532,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,6410 W ELWOOD ST,PHOENIX,85043,RESIDENTIAL,220263992,3/24/22,WD,47100,4710,188400,18840,235500,23550,82422,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4171483,-112.198187
6737,10448544,STARDOM PORTFOLIO 1 LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3614 S 64TH LN,PHOENIX,85043,RESIDENTIAL,150605536,8/20/15,SD,45900,4590,183900,18390,229800,22980,82252,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM PORTFOLIO 1 LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.4163887,-112.1993513
6741,10448552,SHARP ROCK SFR LLC,4500 N 32ND ST STE 200,PHOENIX,AZ,85018,USA,6502 W ELWOOD ST,PHOENIX,85043,RESIDENTIAL,170766466,10/16/17,WD,50000,5000,200000,20000,250000,25000,87884,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SHARP ROCK SFR LLC,,Y,1,METROPOLITAN REAL ESTATE,Metropolitan Real Estate,1,33.4171909,-112.1999568
6742,10448557,PROGRESS RESIDENTIAL BORROWER 11 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6522 W ELWOOD ST,PHOENIX,85043,RESIDENTIAL,190794298,10/7/19,SD,49400,4940,197800,19780,247200,24720,86518,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 11 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4172176,-112.2007019
6745,10448565,PROGRESS RESIDENTIAL BORROWER 14 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6521 W ELWOOD ST,PHOENIX,85043,RESIDENTIAL,200492810,6/8/20,SD,46600,4660,186500,18650,233100,23310,82252,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4168014,-112.2007019
6746,10448571,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,6522 W RIVA RD,PHOENIX,85043,RESIDENTIAL,120790303,8/31/12,WD,49100,4910,196500,19650,245600,24560,87884,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4164422,-112.2008416
6749,10448577,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,6521 W RIVA RD,PHOENIX,85043,RESIDENTIAL,180353712,5/9/18,SD,48700,4870,194800,19480,243500,24350,87372,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4160336,-112.2009115
6750,10448578,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,6525 W RIVA RD,PHOENIX,85043,RESIDENTIAL,200159062,2/25/20,SD,52400,5240,209700,20970,262100,26210,100854,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.416089,-112.201082
6753,10448590,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6637 W RIVA RD,PHOENIX,85043,RESIDENTIAL,220441555,5/23/22,WD,53200,5320,213000,21300,266200,26620,108360,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.416459,-112.203636
6754,10448594,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6626 W RIVA RD,PHOENIX,85043,RESIDENTIAL,190803477,10/9/19,WD,47200,4720,189100,18910,236300,23630,80544,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.4167633,-112.2031237
6755,10448595,PROGRESS RESIDENTIAL BORROWER 6 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,6622 W RIVA RD,PHOENIX,85043,RESIDENTIAL,190149026,3/4/19,SD,49000,4900,196200,19620,245200,24520,86518,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 6 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4167895,-112.202984
6757,10448608,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,6633 W SUPERIOR AVE,PHOENIX,85043,RESIDENTIAL,180504461,7/2/18,SD,49200,4920,196800,19680,246000,24600,87884,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4171291,-112.2031702
6759,10448615,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,3302 S 66TH LN,PHOENIX,85043,RESIDENTIAL,140335625,5/23/14,SD,48600,4860,194700,19470,243300,24330,85836,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4178742,-112.203636
6760,10448616,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,3218 S 66TH LN,PHOENIX,85043,RESIDENTIAL,180353712,5/9/18,SD,49400,4940,197600,19760,247000,24700,86176,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4179991,-112.203636
6761,10448620,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,6630 W SUPERIOR AVE,PHOENIX,85043,RESIDENTIAL,140570910,8/28/14,SD,44300,4430,177400,17740,221700,22170,75938,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4175212,-112.2030771
6763,10448642,BEAZER PRE-OWNED HOMES LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,6602 W PIONEER ST,PHOENIX,85043,RESIDENTIAL,120974460,10/26/12,00,49300,4930,197300,19730,246600,24660,90443,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEAZER PRE-OWNED HOMES LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4182633,-112.2020059
6775,10452033,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,7328 W GLOBE AVE,PHOENIX,85043,RESIDENTIAL,180295537,4/19/18,SD,53300,5330,213500,21350,266800,26680,101706,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4191317,-112.2184458
6781,10452055,OLYMPUS BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3421 S 73RD DR,PHOENIX,85043,RESIDENTIAL,211009485,9/17/21,WD,56800,5680,227200,22720,284000,28400,113822,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.416405,-112.2171185
6782,10452063,PROGRESS RESIDENTIAL BORROWER 17 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3427 S 73RD LN,PHOENIX,85043,RESIDENTIAL,210893001,8/18/21,SD,53300,5330,213300,21330,266600,26660,105972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4160955,-112.218213
6783,10452070,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,7415 W FOREST GROVE AVE,PHOENIX,85043,RESIDENTIAL,220028024,1/10/22,WD,61000,6100,244300,24430,305300,30530,136517,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4166218,-112.219843
6786,10452090,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,7328 W FOREST GROVE AVE,PHOENIX,85043,RESIDENTIAL,120791861,8/31/12,WD,57500,5750,230200,23020,287700,28770,120306,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4168009,-112.2184458
6787,10452095,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,3408 S 73RD DR,PHOENIX,85043,RESIDENTIAL,180504461,7/2/18,SD,53600,5360,214700,21470,268300,26830,104950,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4171325,-112.2176774
6789,10452108,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,7410 W SUPERIOR AVE,PHOENIX,85043,RESIDENTIAL,120729041,8/15/12,WD,52400,5240,209900,20990,262300,26230,100342,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.417718,-112.219616
6792,10452124,PROGRESS RESIDENTIAL BORROWER 13 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,7308 W SUPERIOR AVE,PHOENIX,85043,RESIDENTIAL,200154938,2/24/20,SD,56600,5660,226700,22670,283300,28330,111775,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 13 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4177075,-112.2176075
6795,10452134,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,7428 W PIONEER ST,PHOENIX,85043,RESIDENTIAL,180295547,4/19/18,SD,52600,5260,210500,21050,263100,26310,100342,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4184248,-112.2202156
6797,10452140,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7404 W PIONEER ST,PHOENIX,85043,RESIDENTIAL,130473946,5/23/13,SD,57100,5710,228400,22840,285500,28550,112115,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4184266,-112.2190978
6803,10452171,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,7309 W PAYSON RD,PHOENIX,85043,RESIDENTIAL,170314434,5/1/17,SD,63900,6390,255600,25560,319500,31950,139078,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4223031,-112.2175144
6804,10452174,RJ AMERICAN HOMES 4 RENT ONE LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7328 W CORDES RD,PHOENIX,85043,RESIDENTIAL,120796333,9/5/12,SD,48200,4820,193000,19300,241200,24120,90615,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RJ AMERICAN HOMES 4 RENT ONE LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4220142,-112.2181664
6805,10452180,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2832 S 73RD LN,PHOENIX,85043,RESIDENTIAL,170842994,11/14/17,SD,55600,5560,222500,22250,278100,27810,108360,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4214001,-112.2188883
6806,10452183,SFR INVESTMENTS V BORROWER 1 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,7330 W WILLIAMS ST,PHOENIX,85043,RESIDENTIAL,220387551,5/3/22,WD,54400,5440,217700,21770,272100,27210,104095,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.421321,-112.2184225
6810,10452214,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,7318 W CROWN KING RD,PHOENIX,85043,RESIDENTIAL,140570910,8/28/14,SD,63600,6360,254600,25460,318200,31820,134468,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4198609,-112.217887
6811,10452219,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,7321 W WILLIAMS ST,PHOENIX,85043,RESIDENTIAL,170793312,10/26/17,SD,55300,5530,221400,22140,276700,27670,107848,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4208916,-112.21805
6816,10452237,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,7317 W CROWN KING RD,PHOENIX,85043,RESIDENTIAL,201190436,12/3/20,SD,55000,5500,220200,22020,275200,27520,107848,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4194534,-112.2178404
6818,10452259,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3018 S 74TH LN,PHOENIX,85043,RESIDENTIAL,170842995,11/14/17,SD,50700,5070,203100,20310,253800,25380,97440,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4205585,-112.220821
6822,10452269,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3121 S 74TH DR,PHOENIX,85043,RESIDENTIAL,170683029,9/15/17,SD,51800,5180,207300,20730,259100,25910,100854,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4196073,-112.2192375
6823,10452276,TAH 2018 1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,7420 W CROWN KING RD,PHOENIX,85043,RESIDENTIAL,180295533,4/19/18,SD,50900,5090,203600,20360,254500,25450,99998,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4198989,-112.2201224
6832,10452304,SFR 2012-1 US WEST LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2929 S 74TH DR,PHOENIX,85043,RESIDENTIAL,120655627,7/25/12,WD,66400,6640,265700,26570,332100,33210,150339,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR 2012-1 US WEST LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4210136,-112.2192841
6834,10452310,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,2831 S 74TH DR,PHOENIX,85043,RESIDENTIAL,170793317,10/26/17,SD,56700,5670,227100,22710,283800,28380,117235,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4219128,-112.2192608
6835,10452311,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2827 S 74TH DR,PHOENIX,85043,RESIDENTIAL,140570910,8/28/14,SD,67200,6720,268900,26890,336100,33610,157507,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4221219,-112.2191444
6837,10452356,PROGRESS RESIDENTIAL BORROWER 18 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3919 S 79TH DR,PHOENIX,85043,RESIDENTIAL,211225045,11/16/21,SD,51200,5120,204800,20480,256000,25600,156937,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 18 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4125157,-112.2301819
6838,10452361,SFR JAVELIN BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3942 S 79TH DR,PHOENIX,85043,RESIDENTIAL,211191901,11/5/21,WD,51200,5120,204800,20480,256000,25600,156937,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR JAVELIN BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4121764,-112.2308804
6839,10452363,SFR JAVELIN BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3938 S 79TH DR,PHOENIX,85043,RESIDENTIAL,211227426,11/16/21,SD,55200,5520,220800,22080,276000,27600,164089,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR JAVELIN BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4121239,-112.2311599
6843,10452378,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PKWY STE 1100,PLANO,TX,75093,USA,3904 S 79TH DR,PHOENIX,85043,RESIDENTIAL,220306212,4/6/22,WD,48500,4850,194200,19420,242700,24270,149634,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.4130175,-112.2308339
6844,10452380,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3907 S 79TH LN,PHOENIX,85043,RESIDENTIAL,220053662,1/19/22,WD,44900,4490,179800,17980,224700,22470,133972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4130369,-112.2314509
6848,10452409,IH6 PROPERTY PHOENIX LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8015 W AGORA LN,PHOENIX,85043,RESIDENTIAL,210586711,5/26/21,WD,48500,4850,194200,19420,242700,24270,144640,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4124178,-112.2326967
6849,10452411,IH6 PROPERTY PHOENIX L P,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8019 W AGORA LN,PHOENIX,85043,RESIDENTIAL,210514430,5/7/21,WD,53600,5360,214600,21460,268200,26820,160820,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4121681,-112.2326967
6850,10452414,RS XII NM PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8025 W AGORA LN,PHOENIX,85043,RESIDENTIAL,220432846,5/19/22,SD,48500,4850,194200,19420,242700,24270,144640,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4124244,-112.232883
6851,10452417,SFR JAVELIN BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8033 W AGORA LN,PHOENIX,85043,RESIDENTIAL,211337500,12/17/21,WD,55200,5520,220800,22080,276000,27600,159695,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR JAVELIN BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4121726,-112.2331159
6852,10452420,TRUE NORTH BORROWER ARIZONA LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,8039 W AGORA LN,PHOENIX,85043,RESIDENTIAL,220530518,6/27/22,WD,48500,4850,194200,19420,242700,24270,144640,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRUE NORTH BORROWER ARIZONA LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4123873,-112.2333021
6853,10452421,IH6 PROPERTY PHOENIX LP,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,8043 W AGORA LN,PHOENIX,85043,RESIDENTIAL,220268104,3/25/22,WD,51200,5120,204800,20480,256000,25600,153082,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4124268,-112.233535
6856,10452453,IH6 PROPERTY PHOENIX LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8020 W AGORA LN,PHOENIX,85043,RESIDENTIAL,211020261,9/21/21,WD,55200,5520,220800,22080,276000,27600,159695,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4129896,-112.2329761
6859,10452492,MILE HIGH BORROWER 1 VALUE LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3924 S 81ST GLN,PHOENIX,85043,RESIDENTIAL,210615419,6/3/21,WD,51200,5120,204800,20480,256000,25600,156937,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4124996,-112.2355841
6861,10452499,CPI AMHERST SFR PROGRAM II OWNER LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3939 S 82ND DR,PHOENIX,85043,RESIDENTIAL,210752772,7/12/21,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM II OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4121529,-112.2362832
6862,10452500,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,3937 S 82ND DR,PHOENIX,85043,RESIDENTIAL,200436935,5/21/20,SD,46600,4660,186400,18640,233000,23300,138320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4121687,-112.2361485
6863,10452501,CPI-AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3935 S 82ND DR,PHOENIX,85043,RESIDENTIAL,201243702,12/16/20,SD,53600,5360,214600,21460,268200,26820,160661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4121788,-112.2364369
6864,10452502,CPI-AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,3933 S 82ND DR,PHOENIX,85043,RESIDENTIAL,200436935,5/21/20,SD,55200,5520,220800,22080,276000,27600,161711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4122959,-112.2360033
6866,10452504,FIREBIRD SFE I LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3929 S 82ND DR,PHOENIX,85043,RESIDENTIAL,191055836,12/30/19,SD,51200,5120,204800,20480,256000,25600,154663,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FIREBIRD SFE I LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4123358,-112.2363861
6867,10452505,CPI AMHERST SFR PROGRAM II OWNER LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3925 S 82ND DR,PHOENIX,85043,RESIDENTIAL,210621195,6/4/21,SD,48500,4850,194200,19420,242700,24270,147466,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM II OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.4124795,-112.2363366
