,index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,Is_top_corpo
4707,12023,10964090,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2141 W HADLEY ST,PHOENIX,85009,RESIDENTIAL,200159062,25-FEB-2020,SD,44000,4400,176200,17620,220200,22020,45105,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
4708,12025,10964103,SRP SUB LLC,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,852557807,USA,2118 W MARICOPA ST,PHOENIX,85009,RESIDENTIAL,170342769,11-MAY-2017,SD,40100,4010,160700,16070,200800,20080,76665,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SRP SUB LLC,,Y,1,INVITATION HOMES,1
4709,12030,10964116,REO PROPERTIES LLC,520 W WARNER RD,TEMPE,AZ,85284,USA,2147 W TONTO ST,PHOENIX,85009,RESIDENTIAL,170328995,05-MAY-2017,WD,24800,2480,99300,9930,124100,12410,46559,111,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REO PROPERTIES LLC,,Y,1,,0
4710,12037,11005008,FKH SFR C1 L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,30067,USA,4012 N 22ND AVE,PHOENIX,85015,RESIDENTIAL,210788071,20-JUL-2021,SD,50500,5050,202200,20220,252700,25270,66212,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR C1 LP,,Y,1,FIRSTKEY HOMES,1
4711,12040,11005045,JAEGER INVESTMENTS LLC,8009 N VIA DE LAGO,SCOTTSDALE,AZ,85258,USA,2109 W AMELIA AVE,PHOENIX,85015,RESIDENTIAL,120272524,02-APR-2012,WD,57400,5740,229600,22960,287000,28700,64845,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,JAEGER INVESTMENTS LLC,,Y,1,JAEGER INVESTMENTS LLC,0
4712,12048,11005099,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER III L,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,3848 N 23RD AVE,PHOENIX,85015,RESIDENTIAL,211013378,20-SEP-2021,WD,56100,5610,224600,22460,280700,28070,117693,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER III L,,Y,1,RENTERS WAREHOUSE,1
4713,12049,11005104,CERBERUS SFR HOLDINGS L P,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,3820 N 23RD AVE,PHOENIX,85015,RESIDENTIAL,180139634,23-FEB-2018,WD,60200,6020,241100,24110,301300,30130,99998,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CERBERUS SFR HOLDINGS LP,,Y,1,FIRSTKEY HOMES,1
4714,12050,11005114,GROW INVESTMENTS LLC,6040 N 15TH ST UNIT 44,PHOENIX,AZ,85014,USA,2116 W FAIRMOUNT AVE,PHOENIX,85015,RESIDENTIAL,220485740,08-JUN-2022,WD,52600,5260,210400,21040,263000,26300,75938,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GROW INVESTMENTS LLC,,Y,1,,0
4715,12051,11006037,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,3842 N 21ST AVE,PHOENIX,85015,RESIDENTIAL,180504459,02-JUL-2018,SD,59700,5970,239000,23900,298700,29870,95564,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4716,12055,11006082,TAK LEASING LLC,5300 N CENTRAL AVE SUITE 200,PHOENIX,AZ,85012,USA,2001 W INDIANOLA AVE,PHOENIX,85015,RESIDENTIAL,180777223,17-OCT-2018,WD,56000,5600,224200,22420,280200,28020,84983,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAK LEASING LLC,,Y,1,TAK LEASING LLC,0
4717,12056,11006090,L A JOHNSON PROPERTIES LLC,6438 E REDMONT DR,MESA,AZ,85215,USA,3807 N 21ST AVE,PHOENIX,85015,RESIDENTIAL,190165627,11-MAR-2019,WD,51300,5130,205200,20520,256500,25650,73893,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,L A JOHNSON PROPERTIES LLC,,Y,1,L A JOHNSON PROPERTIES LLC,0
4718,12057,11006095,EAR HOUSE 1 LLC,PO BOX 877,PHOENIX,AZ,85001,USA,2012 W CLARENDON AVE,PHOENIX,85015,RESIDENTIAL,170327516,05-MAY-2017,00,53000,5300,212100,21210,265100,26510,70819,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSE 1 LLC,,Y,1,RAN LLC,1
4719,12060,11007012,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,1820 W INDIANOLA AVE,PHOENIX,85015,RESIDENTIAL,180353712,09-MAY-2018,SD,62900,6290,251800,25180,314700,31470,87030,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4720,12068,11007071,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,4037 N 18TH DR,PHOENIX,85015,RESIDENTIAL,201012709,21-OCT-2020,SD,75000,7500,300100,30010,375100,37510,102387,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4721,12070,11007078,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,1824 W FAIRMOUNT AVE,PHOENIX,85015,RESIDENTIAL,201012708,21-OCT-2020,SD,68300,6830,273300,27330,341600,34160,89761,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4722,12071,11008030,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,1518 W FAIRMOUNT AVE,PHOENIX,85015,RESIDENTIAL,100455370,28-MAY-2010,TD,68800,6880,275400,27540,344200,34420,90955,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,ATLAS RESIDENTIAL LLC,1
4723,12074,11009076,KN PROPERTIES LLC,200 W PORTLAND ST #1111,PHOENIX,AZ,85003,USA,1640 W CLARENDON AVE,PHOENIX,85015,RESIDENTIAL,200061870,23-JAN-2020,WD,77900,7790,311800,31180,389700,38970,133918,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KN PROPERTIES LLC,,Y,1,KN PROPERTIES LLC,0
4724,12075,11010013,MO MONEY LLC,PO BOX 34011,PHOENIX,AZ,85067,USA,4028 N 11TH AVE,PHOENIX,85013,RESIDENTIAL,060169023,06-FEB-2006,WD,70500,7050,282200,28220,352700,35270,108245,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MO MONEY LLC,,Y,1,MO MONEY LLC,0
4725,12091,11010143,DUNLEY LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4019 N 13TH AVE,PHOENIX,85013,RESIDENTIAL,120983616,30-OCT-2012,WD,73400,7340,293700,29370,367100,36710,188854,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DUNLEY LLC,,Y,1,INVITATION HOMES,1
4726,12097,11011025,LUCAS PROPERTIES ARIZONA LLC,4142 W TIERRA BUENA,PHOENIX,AZ,85053,USA,821 W AMELIA AVE,PHOENIX,85013,RESIDENTIAL,090183108,03-MAR-2009,SD,69900,6990,279900,27990,349800,34980,132174,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LUCAS PROPERTIES ARIZONA LLC,,Y,1,LUCAS PROPERTIES ARIZONA LLC,0
4727,12100,11011046,TRAASCO LLC/MOORE OLGA EDITH,5016 E EVERGREEN ST,MESA,AZ,85205,USA,808 W PICCADILLY RD,PHOENIX,85013,RESIDENTIAL,220327309,13-APR-2022,WD,65600,6560,262500,26250,328100,32810,116697,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRAASCO LLC,MOORE OLGA EDITH,Y,1,TRAASCO LLC,0
4728,12111,11012064,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,812 W FAIRMOUNT AVE,PHOENIX,85013,RESIDENTIAL,200159062,25-FEB-2020,SD,66300,6630,265400,26540,331700,33170,121430,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
4729,12119,11013051,GUARANTEED HOME BUYERS LLC,24112 S 201ST PL,QUEEN CREEK,AZ,85142,USA,827 W WELDON AVE,PHOENIX,85013,RESIDENTIAL,220388524,03-MAY-2022,WD,65100,6510,260600,26060,325700,32570,158474,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GUARANTEED HOME BUYERS LLC,,Y,1,GUARANTEED HOME BUYERS LLC,0
4730,12121,11013067,VALLEY REI LLC,9375 E SHEA BLVD STE 100,SCOTTSDALE,AZ,85260,USA,836 W WHITTON AVE,PHOENIX,85013,RESIDENTIAL,211220198,15-NOV-2021,WD,69500,6950,278100,27810,347600,34760,125698,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VALLEY REI LLC,,Y,1,VALLEY REI LLC,0
4731,12133,11015099,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,1507 W MITCHELL DR,PHOENIX,85015,RESIDENTIAL,170842995,14-NOV-2017,SD,68000,6800,272300,27230,340300,34030,110107,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4732,12136,11016009,PHOENIX PROPERTIES II LLC,1622 W CLARENDON AVE,PHOENIX,AZ,85015,USA,1802 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,150860025,04-DEC-2015,SD,62500,6250,250200,25020,312700,31270,87372,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PHOENIX PROPERTIES II LLC,,Y,1,PHOENIX PROPERTIES II LLC,0
4733,12137,11016010,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,1804 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,180353712,09-MAY-2018,SD,64200,6420,256800,25680,321000,32100,150258,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4734,12142,11016037,MORNINGSIDE FUNDING LLC,2370 RICE BLVD STE 200,HOUSTON,TX,77005,USA,1813 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,120191888,07-MAR-2012,SD,66600,6660,266700,26670,333300,33330,160611,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MORNINGSIDE FUNDING LLC,,Y,1,MORNINGSIDE FUNDING LLC,1
4735,12156,11017065,PHOENIX PROPERTIES II LLC,1622 W CLARENDON AVE,PHOENIX,AZ,85015,USA,1947 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,150860023,04-DEC-2015,SD,53600,5360,214400,21440,268000,26800,67201,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PHOENIX PROPERTIES II LLC,,Y,1,PHOENIX PROPERTIES II LLC,0
4736,12157,11017076,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2016 W WHITTON AVE,PHOENIX,85015,RESIDENTIAL,201012708,21-OCT-2020,SD,62500,6250,250100,25010,312600,31260,89726,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4737,12160,11017095,SHERWOOD USA LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,1941 W WHITTON AVE,PHOENIX,85015,RESIDENTIAL,160190249,24-MAR-2016,WD,58500,5850,234100,23410,292600,29260,81655,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SHERWOOD USA LLC,,Y,1,BEYENS REALTY LLC,0
4738,12186,11018150,FKH SFR PROPCO A L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,300678261,USA,3625 N 21ST DR,PHOENIX,85015,RESIDENTIAL,200765249,20-AUG-2020,SD,57300,5730,229300,22930,286600,28660,110558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO A LP,,Y,1,FIRSTKEY HOMES,1
4739,12189,11019017,EAR HOUSES L L P,PO BOX 877,PHOENIX,AZ,85001,USA,2408 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,211098479,12-OCT-2021,WD,56500,5650,226200,22620,282700,28270,67406,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSES LLP,,Y,1,RAN LLC,1
4740,12191,11019026,BEYENS REALTY LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,2318 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,160642150,06-SEP-2016,WD,59000,5900,236000,23600,295000,29500,78668,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEYENS REALTY LLC,,Y,1,BEYENS REALTY LLC,0
4741,12195,11019039,STAR 2021-SFR2 BORROWER LP,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2401 W WELDON AVE,PHOENIX,85015,RESIDENTIAL,211321705,14-DEC-2021,SD,58800,5880,235200,23520,294000,29400,80375,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR2 BORROWER LP,,Y,1,INVITATION HOMES,1
4742,12200,11019070,BAY STREET HOMES LLC,300 MONTGOMERY ST SUITE 350,SAN FRANCISCO,CA,94104,USA,2311 W WHITTON AVE,PHOENIX,85015,RESIDENTIAL,220468258,01-JUN-2022,WD,60300,6030,241400,24140,301700,30170,93173,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAY STREET HOMES LLC,,Y,1,BAY STREET HOMES LLC,0
4743,12201,11019073,KWACK REAL ESTATE LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,2333 W WHITTON AVE,PHOENIX,85015,RESIDENTIAL,180618742,15-AUG-2018,QD,65600,6560,262600,26260,328200,32820,137495,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KWACK REAL ESTATE LLC,,Y,1,BEYENS REALTY LLC,0
4744,12202,11019075,ARVM 5 LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,2341 W WHITTON AVE,PHOENIX,85015,RESIDENTIAL,211115992,15-OCT-2021,WD,62000,6200,248000,24800,310000,31000,89591,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARVM 5 LLC,,Y,1,THE AMHERST GROUP LLC,1
4745,12203,11019101,KWACK REAL ESTATE LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,3425 N 23RD DR,PHOENIX,85015,RESIDENTIAL,180618740,15-AUG-2018,QD,58500,5850,234200,23420,292700,29270,81515,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KWACK REAL ESTATE LLC,,Y,1,BEYENS REALTY LLC,0
4746,12205,11019107,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,3402 N 23RD DR,PHOENIX,85015,RESIDENTIAL,201012709,21-OCT-2020,SD,75500,7550,302100,30210,377600,37760,170662,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4747,12211,11021020,ADKA ENTERPRISES LLC,5542 W ALAMEDA RD,GLENDALE,AZ,85310,USA,2536 W FLOWER ST,PHOENIX,85017,RESIDENTIAL,090271020,27-MAR-2009,QD,42100,4210,168600,16860,210700,21070,40275,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ADKA ENTERPRISES LLC,,Y,1,ADKA ENTERPRISES LLC,0
4748,12214,11021029,RS RENTAL III A LLC,32 MERCER ST FLOOR 4,NEW YORK,NY,10013,USA,2618 W FLOWER ST,PHOENIX,85017,RESIDENTIAL,211387348,30-DEC-2021,WD,42600,4260,170700,17070,213300,21330,42320,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,AVENUE ONE,1
4749,12217,11021037,GGQ PROPERTIES LLC,436 W CHEERY LYNN RD,PHOENIX,AZ,85013,USA,2611 W MULBERRY DR,PHOENIX,85017,RESIDENTIAL,100568535,06-JUL-2010,WD,40200,4020,161000,16100,201200,20120,36690,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GGQ PROPERTIES LLC,,Y,1,GGQ PROPERTIES LLC,0
4750,12222,11021071,OPENDOOR PROPERTY TRUST I,410 N SCOTTSDALE RD STE 1600,TEMPE,AZ,85288,USA,2601 W OSBORN RD,PHOENIX,85017,RESIDENTIAL,220576884,15-JUL-2022,WD,41100,4110,164500,16450,205600,20560,38910,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OPENDOOR PROPERTY TRUST I,,Y,1,OPENDOOR PROPERTY TRUST I,0
4751,12224,11022002,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,2417 W OSBORN RD,PHOENIX,85015,RESIDENTIAL,180504461,02-JUL-2018,SD,57400,5740,229800,22980,287200,28720,61515,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4752,12227,11022010,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,2420 W MULBERRY DR,PHOENIX,85015,RESIDENTIAL,170102629,10-FEB-2017,SD,61600,6160,246400,24640,308000,30800,67360,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,1
4753,12238,11022088,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2322 W CHEERY LYNN RD,PHOENIX,85015,RESIDENTIAL,201012708,21-OCT-2020,SD,66900,6690,267800,26780,334700,33470,91299,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4754,12239,11022103,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,2328 W EARLL DR,PHOENIX,85015,RESIDENTIAL,120123999,15-FEB-2012,TD,63300,6330,253300,25330,316600,31660,120106,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,1
4755,12243,11023007,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2239 W EARLL DR,PHOENIX,85015,RESIDENTIAL,201012708,21-OCT-2020,SD,63700,6370,254800,25480,318500,31850,120817,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4756,12251,11024056,BEYENS REALTY LLC,8207 EAST MORGAN TRAIL,SCOTTSDALE,AZ,85258,USA,2117 W FLOWER ST,PHOENIX,85015,RESIDENTIAL,150198641,25-MAR-2015,WD,54100,5410,216700,21670,270800,27080,84473,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEYENS REALTY LLC,,Y,1,BEYENS REALTY LLC,0
4757,12256,11025025,BEYENS REALTY LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,1930 W MULBERRY DR,PHOENIX,85015,RESIDENTIAL,150171737,13-MAR-2015,WD,58400,5840,233900,23390,292300,29230,97440,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEYENS REALTY LLC,,Y,1,BEYENS REALTY LLC,0
4758,12258,11025060,RAN ASSETS LLC,PO BOX 877,PHOENIX,AZ,85001,USA,1929 W FLOWER ST,PHOENIX,85015,RESIDENTIAL,131057838,13-DEC-2013,QD,59300,5930,237400,23740,296700,29670,92661,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RAN ASSETS LLC,,Y,1,RAN LLC,1
4759,12259,11025068,STARDOM RENTALS 2 LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,2021 W FLOWER ST,PHOENIX,85015,RESIDENTIAL,201188809,03-DEC-2020,SD,61300,6130,245400,24540,306700,30670,105117,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,1
4760,12262,11025091,BEYENS REALTY LLC,8207 E MORGAN TRL,SCOTTSDALE,AZ,85258,USA,1933 W EARLL DR,PHOENIX,85015,RESIDENTIAL,160224187,05-APR-2016,WD,53700,5370,215100,21510,268800,26880,79863,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEYENS REALTY LLC,,Y,1,BEYENS REALTY LLC,0
4761,12264,11025096,ECH2 LLC,7904 E CHAPARRAL RD STE A110 PMB 620,SCOTTSDALE,AZ,85250,USA,2011 W EARLL DR,PHOENIX,85015,RESIDENTIAL,220261389,23-MAR-2022,WD,54400,5440,217800,21780,272200,27220,90443,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ECH2 LLC,,Y,1,,0
4762,12267,11026030,EAR HOUSE 1 LLC,PO BOX 877,PHOENIX,AZ,85001,USA,3342 N 17TH AVE,PHOENIX,85015,RESIDENTIAL,130951339,30-OCT-2013,00,78900,7890,315800,31580,394700,39470,127520,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSE 1 LLC,,Y,1,RAN LLC,1
4763,12274,11028013,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,3327 N 15TH AVE,PHOENIX,85015,RESIDENTIAL,180353712,09-MAY-2018,SD,71300,7130,285400,28540,356700,35670,125766,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4764,12283,11030010,BEGGIO PROPERTIES LLC,3807 N 30TH ST   UNIT 13,PHOENIX,AZ,85016,USA,861 W EARLL DR,PHOENIX,85013,RESIDENTIAL,160390626,06-JUN-2016,QD,71200,7120,284900,28490,356100,35610,87300,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BEGGIO PROPERTIES LLC,,Y,1,BEGGIO PROPERTIES LLC,0
4765,12296,11032019,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,3015 N 16TH AVE,PHOENIX,85015,RESIDENTIAL,110443851,26-MAY-2011,TD,67200,6720,269000,26900,336200,33620,135587,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,ATLAS RESIDENTIAL LLC,1
4766,12299,11032053,DAVID G YANKO LP,301 300 MANNING RD NE,CALGARY,AB,T2E 8K4,CANADA,2915 N 16TH AVE,PHOENIX,85015,RESIDENTIAL,201295648,31-DEC-2020,SD,72200,7220,288900,28890,361100,36110,173174,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DAVID G YANKO LP,,Y,1,,0
4767,12306,11032145,NORTHPOINTE LLC,4232 N 15TH DR,PHOENIX,AZ,85015,USA,3015 N 17TH AVE,PHOENIX,85015,RESIDENTIAL,080811980,19-SEP-2008,WD,66200,6620,264900,26490,331100,33110,120509,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NORTHPOINTE LLC,,Y,1,NORTHPOINTE LLC,0
4768,12313,11033111,AEGIS HOLDINGS Z LLC,1883 W ROYAL HUNTE DR STE 200A,CEDAR CITY,UT,84720,USA,1808 W THOMAS RD,PHOENIX,85015,RESIDENTIAL,210618693,04-JUN-2021,WD,74300,7430,297500,29750,371800,37180,106995,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AEGIS HOLDINGS Z LLC,,Y,1,,0
4769,12328,11035120,SUNRISE RENTAL GROUP I LLC,4212 E SUNRISE DR,PHOENIX,AZ,85044,USA,2919 N 21ST DR,PHOENIX,85015,RESIDENTIAL,110381217,05-MAY-2011,QD,56200,5620,224800,22480,281000,28100,90615,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SUNRISE RENTAL GROUP I LLC,,Y,1,,0
4770,12332,11035143,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,2138 W THOMAS RD,PHOENIX,85015,RESIDENTIAL,201012708,21-OCT-2020,SD,66600,6660,266500,26650,333100,33310,125782,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
4771,12333,11037014,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,2339 W AVALON DR,PHOENIX,85015,RESIDENTIAL,170102631,10-FEB-2017,SD,52800,5280,211500,21150,264300,26430,87030,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,1
4772,12335,11037037,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,2325 W PINCHOT AVE,PHOENIX,85015,RESIDENTIAL,170102635,10-FEB-2017,SD,53400,5340,213600,21360,267000,26700,87372,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,1
4773,12336,11038006,SCY PROPERTIES LLC,11620 N 103RD PL,SCOTTSDALE,AZ,85260,USA,2607 W EARLL DR,PHOENIX,85017,RESIDENTIAL,110257598,25-MAR-2011,SD,40600,4060,162400,16240,203000,20300,35835,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SCY PROPERTIES LLC,,Y,1,SCY PROPERTIES LLC,0
