,index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,Is_top_corpo
4774,12343,11038058,PONCHO PROPERTIES LLC,8194 W DEER VALLEY RD   106-296,PEORIA,AZ,85382,USA,2602 W CHEERY LYNN RD,PHOENIX,85017,RESIDENTIAL,120826038,12-SEP-2012,WD,40400,4040,161600,16160,202000,20200,36859,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PONCHO PROPERTIES LLC,,Y,1,PONCHO PROPERTIES LLC,0
4775,12349,11039035,SOCIEDAD AZTECA LLC,8363 W MARLETTE AVE,GLENDALE,AZ,85305,USA,2611 W CATALINA DR,PHOENIX,85017,RESIDENTIAL,200043776,17-JAN-2020,WD,42800,4280,171500,17150,214300,21430,93573,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SOCIEDAD AZTECA LLC,,Y,1,SOCIEDAD AZTECA LLC,0
4776,12350,11039054,CHICO VENTURES V LLC,21000 N PIMA RD 100,SCOTTSDALE,AZ,85255,USA,2602 W CATALINA DR,PHOENIX,85017,RESIDENTIAL,190350994,14-MAY-2019,WD,42000,4200,168300,16830,210300,21030,86939,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CHICO VENTURES V LLC,,Y,1,,0
4777,12357,11043062,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PKWY STE 1100,PLANO,TX,75093,USA,2142 W CAMBRIDGE AVE,PHOENIX,85009,RESIDENTIAL,220242311,17-MAR-2022,WD,84500,8450,338200,33820,422700,42270,177724,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,1
4778,12359,11043079,RAN ASSETS LLC,PO BOX 877,PHOENIX,AZ,85001,USA,2132 W VIRGINIA AVE,PHOENIX,85009,RESIDENTIAL,140406311,20-JUN-2014,QD,84200,8420,337000,33700,421200,42120,162029,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RAN ASSETS LLC,,Y,1,RAN LLC,1
4779,12362,11043095,IH2 PROPERTY PHOENIX,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,2224 W CAMBRIDGE AVE,PHOENIX,85009,RESIDENTIAL,180504458,02-JUL-2018,SD,59800,5980,239500,23950,299300,29930,80981,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,1
4780,12364,11043115,EAR HOUSE 1 LLC,PO BOX 877,PHOENIX,AZ,85001,USA,2212 W VIRGINIA AVE,PHOENIX,85009,RESIDENTIAL,130951338,30-OCT-2013,00,55300,5530,221400,22140,276700,27670,67485,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSE 1 LLC,,Y,1,RAN LLC,1
4781,12369,11044066,C SQUARED EQUITY LLC,3916 E MORROW DR,PHOENIX,AZ,85050,USA,2014 W EDGEMONT AVE,PHOENIX,85009,RESIDENTIAL,220200959,04-MAR-2022,WD,95300,9530,381500,38150,476800,47680,166441,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,C SQUARED EQUITY LLC,,Y,1,C SQUARED EQUITY LLC,0
4782,12375,11045031,EAR HOUSES L L P,PO BOX 877,PHOENIX,AZ,85001,USA,2026 W WILSHIRE DR,PHOENIX,85009,RESIDENTIAL,211098479,12-OCT-2021,WD,57400,5740,229600,22960,287000,28700,123825,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSES LLP,,Y,1,RAN LLC,1
4783,12376,11045037,NATIONWIDE ASSETS LLC,2417 N 20TH DR,PHOENIX,AZ,85009,USA,2417 N 20TH DR,PHOENIX,85009,RESIDENTIAL,100159530,26-FEB-2010,WD,53300,5330,213500,21350,266800,26680,110558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NATIONWIDE ASSETS LLC,,Y,1,NATIONWIDE ASSETS LLC,0
4784,12377,11045039,CONTINENTAL FINANCIAL LLC,10632 N SCOTTSDALE RD B-466,SCOTTSDALE,AZ,85254,USA,2407 N 20TH DR,PHOENIX,85009,RESIDENTIAL,090970583,20-OCT-2009,SD,68400,6840,273700,27370,342100,34210,144329,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CONTINENTAL FINANCIAL LLC,,Y,1,WEST USA REALTY,1
4785,12379,11045058,DYNAMIS CAPITAL HOLDINGS LLC,426 E HORSESHOE AVE,GILBERT,AZ,85296,USA,1924 W VIRGINIA AVE,PHOENIX,85009,RESIDENTIAL,220515982,21-JUN-2022,WD,71200,7120,285000,28500,356200,35620,119112,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DYNAMIS CAPITAL HOLDINGS LLC,,Y,1,DYNAMIS CAPITAL HOLDINGS LLC,0
4786,12381,11045067,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2418 N 19TH DR,PHOENIX,85009,RESIDENTIAL,170314434,01-MAY-2017,SD,72100,7210,288400,28840,360500,36050,169153,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4787,12384,11046006,WILSHIRE MARIPOSA LLC,17456 E EL PUEBLO BLVD,FOUNTAIN HILLS,AZ,85268,USA,2141 W WILSHIRE DR,PHOENIX,85009,RESIDENTIAL,090063701,26-JAN-2009,SD,49400,4940,197700,19770,247100,24710,101010,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,WILSHIRE MARIPOSA LLC,,Y,1,WILSHIRE MARIPOSA LLC,0
4788,12386,11046008,WILSHIRE MARIPOSA LLC,PO BOX 17261,FOUNTAIN HILLS,AZ,85269,USA,2139 W WILSHIRE DR,PHOENIX,85009,RESIDENTIAL,090063702,26-JAN-2009,SD,50000,5000,200000,20000,250000,25000,114177,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,WILSHIRE MARIPOSA LLC,,Y,1,WILSHIRE MARIPOSA LLC,0
4789,12393,11054033,VM MASTER ISSUER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,2010 W HOLLY ST,PHOENIX,85009,RESIDENTIAL,220318550,11-APR-2022,SD,53200,5320,213100,21310,266300,26630,107753,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM MASTER ISSUER LLC,,Y,1,THE AMHERST GROUP LLC,1
4790,12401,11054080,YUKON SOUTH LLC,11201 N TATUM BLVD PMB 91557 #300,PHOENIX,AZ,85028,USA,1907 W MONTE VISTA RD,PHOENIX,85009,RESIDENTIAL,180111716,14-FEB-2018,AF,55700,5570,222900,22290,278600,27860,109654,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YUKON SOUTH LLC,,Y,1,MARKET EDGE REALTY LLC,1
4791,12417,11103059,LENAS RENTALS LLC,2206 N 11TH AVE,PHOENIX,AZ,85007,USA,1313 W EDGEMONT AVE,PHOENIX,85007,RESIDENTIAL,120620437,16-JUL-2012,SD,92000,9200,368300,36830,460300,46030,298306,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LENAS RENTALS LLC,,Y,1,LENAS RENTALS LLC,0
4792,12421,11103079,LUCAS PROPERTIES ARIZONA LLC,4142 W TIERRA BUENA,PHOENIX,AZ,85053,USA,2807 N 8TH AVE,PHOENIX,85007,RESIDENTIAL,090166207,25-FEB-2009,SD,92200,9220,369000,36900,461200,46120,263106,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LUCAS PROPERTIES ARIZONA LLC,,Y,1,LUCAS PROPERTIES ARIZONA LLC,0
4793,12422,11104013,TIERRA ASSET MANAGEMENT LLC,7001 N SCOTTSDALE RD STE 1020,PARADISE VALLEY,AZ,852533691,USA,1540 W ENCANTO BLVD,PHOENIX,85007,RESIDENTIAL,190145397,01-MAR-2019,WD,73100,7310,292700,29270,365800,36580,200851,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TIERRA ASSET MANAGEMENT LLC,,Y,1,TIERRA ASSET MANAGEMENT LLC,0
4794,12462,11110033,AZ CENTRAL HOLDINGS LLC,2320 E BASELINE RD SUITE 148-469,PHOENIX,AZ,85042,USA,1330 W PALM LN,PHOENIX,85007,RESIDENTIAL,220136108,14-FEB-2022,SD,123600,12360,494700,49470,618300,61830,334124,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AZ CENTRAL HOLDINGS LLC,,Y,1,AZ CENTRAL HOLDINGS LLC,0
4795,12479,11118097,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,7600 N 16TH ST 140,PHOENIX,AZ,85020,USA,1609 W LYNWOOD ST,PHOENIX,85007,RESIDENTIAL,120057923,24-JAN-2012,WD,75100,7510,300700,30070,375800,37580,144585,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,,Y,1,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,0
4796,12490,11119141,BUJAK PROPERTIES II LLC,12719 W DENTON AVE,LITCHFIELD PK,AZ,85340,USA,1118 W LYNWOOD ST,PHOENIX,85007,RESIDENTIAL,180793843,24-OCT-2018,WD,101900,10190,407900,40790,509800,50980,243948,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BUJAK PROPERTIES II LLC,,Y,1,BUJAK PROPERTIES II LLC,0
4797,12494,11120045,PIROOZ LLC,PO BOX 7982,TEMPE,AZ,85282,USA,1310 W ROOSEVELT ST,PHOENIX,85007,RESIDENTIAL,180899478,07-DEC-2018,WD,91300,9130,365200,36520,456500,45650,271827,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PIROOZ LLC,,Y,1,,0
4798,12507,11124020,MPAAL L L C,7012 W ALICE AVE,PEORIA,AZ,85345,USA,337 N 18TH DR,PHOENIX,85007,RESIDENTIAL,210619287,04-JUN-2021,WD,55800,5580,223300,22330,279100,27910,81246,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MPAAL LLC,,Y,1,MPAAL LLC,0
4799,12514,11124110,REACT FINANCIAL LLC,10632 N SCOTTSDALE RD B466,SCOTTSDALE,AZ,85254,USA,422 N 17TH DR,PHOENIX,85007,RESIDENTIAL,120818176,11-SEP-2012,TD,55600,5560,222700,22270,278300,27830,109133,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REACT FINANCIAL LLC,,Y,1,WEST USA REALTY,1
4800,12518,11125010A,REALTY 4 HIM LLC,4117 W GRAND AVE,PEORIA,AZ,85345,USA,1534 W GARFIELD ST,PHOENIX,85007,RESIDENTIAL,180608477,10-AUG-2018,WD,26600,2660,106700,10670,133300,13330,71415,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REALTY 4 HIM LLC,,Y,1,REALTY 4 HIM LLC,0
4801,12520,11125030A,CREATIVE ESTATES LLC,6831 BROADWAY ST,DENVER,CO,80221,USA,1540 W MCKINLEY ST,PHOENIX,85007,RESIDENTIAL,140339080,23-MAY-2014,WD,36800,3680,147500,14750,184300,18430,32764,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CREATIVE ESTATES LLC,,Y,1,CREATIVE ESTATES LLC,0
4802,12521,11125032A,REAL ESTATE CONSULTANTS LLC,609 E PARADISE LN,PHOENIX,AZ,85022,USA,1538 W MCKINLEY ST,PHOENIX,85007,RESIDENTIAL,200929851,30-SEP-2020,WD,37400,3740,149600,14960,187000,18700,38565,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REAL ESTATE CONSULTANTS LLC,,Y,1,,0
4803,12530,11125074,STARDOM REAL ESTATE LLC,3506 NORTH 24TH ST,PHOENIX,AZ,85016,USA,1611 W GARFIELD ST,PHOENIX,85007,RESIDENTIAL,110956480,18-NOV-2011,TD,36700,3670,147000,14700,183700,18370,79203,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,1
4804,12540,11125183,DEER CREEK PROPERTIES LLC,18631 N 19TH AVE STE 158-460,PHOENIX,AZ,85027,USA,1521 W MCKINLEY ST,PHOENIX,85007,RESIDENTIAL,200775053,21-AUG-2020,WD,26100,2610,208800,20880,234900,23490,97843,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DEER CREEK PROPERTIES LLC,,Y,1,DEER CREEK PROPERTIES LLC,0
4805,12541,11126010,FIDELITY FIRST INTERNATIONAL LLC,11635 N 36TH ST,PHOENIX,AZ,85028,USA,339 N LAUREL AVE,PHOENIX,85007,RESIDENTIAL,210477804,29-APR-2021,WD,42100,4210,168500,16850,210600,21060,34672,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FIDELITY FIRST INTERNATIONAL LLC,,Y,1,FIDELITY FIRST INTERNATIONAL LLC,0
4806,12544,11126022,CREATIVE ESTATES LLC,6831 BROADWAY ST,DENVER,CO,80221,USA,332 N LAUREL AVE,PHOENIX,85007,RESIDENTIAL,140508249,01-AUG-2014,WD,37200,3720,149100,14910,186300,18630,28816,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CREATIVE ESTATES LLC,,Y,1,CREATIVE ESTATES LLC,0
4807,12547,11126062,NETZACH HOLDINGS LLC,1630 W TAYLOR ST,PHOENIX,AZ,85007,USA,1630 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,210723080,01-JUL-2021,WD,56700,5670,226800,22680,283500,28350,105984,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NETZACH HOLDINGS LLC,,Y,1,NETZACH HOLDINGS LLC,0
4808,12549,11126068,FIDELITY FIRST INTERNATIONAL LLC,11635 N 36TH ST,PHOENIX,AZ,85028,USA,1606 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,210122833,03-FEB-2021,WD,60800,6080,243300,24330,304100,30410,119549,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FIDELITY FIRST INTERNATIONAL LLC,,Y,1,FIDELITY FIRST INTERNATIONAL LLC,0
4809,12550,11126071,KENNETH PLACE INVESTMENTS LIMITED PARTNERSHIP,5916 S KENNETH PL,TEMPE,AZ,852833008,USA,1605 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,210905038,20-AUG-2021,WD,46000,4600,184300,18430,230300,23030,78415,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KENNETH PLACE INVESTMENTS LIMITED PARTNERSHIP,,Y,1,KENNETH PLACE INVESTMENTS LIMITED PARTNERSHIP,0
4810,12571,11127043,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,837 N 13TH AVE,PHOENIX,85007,RESIDENTIAL,180504459,02-JUL-2018,SD,85700,8570,342900,34290,428600,42860,81561,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4811,12575,11127076,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,838 N 11TH AVE,PHOENIX,85007,RESIDENTIAL,170842994,14-NOV-2017,SD,66600,6660,266500,26650,333100,33310,48518,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
4812,12577,11127083,EAR HOUSES I LLC,PO BOX 877,PHOENIX,AZ,85001,USA,747 N 12TH AVE,PHOENIX,85007,RESIDENTIAL,130951340,30-OCT-2013,00,60400,6040,241900,24190,302300,30230,45998,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSES I LLC,,Y,1,RAN LLC,1
4813,12581,11127145B,EAR HOUSES L L P,PO BOX 877,PHOENIX,AZ,85001,USA,1232 W PIERCE ST,PHOENIX,85007,RESIDENTIAL,211098479,12-OCT-2021,WD,66400,6640,265700,26570,332100,33210,45417,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSES LLP,,Y,1,RAN LLC,1
4814,12589,11128053,TIERRA ASSET MANAGEMENT LLC,8014 E MCCLAIN DR,SCOTTSDALE,AZ,85262,USA,1322 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,200830544,04-SEP-2020,WD,46900,4690,187700,18770,234600,23460,82703,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TIERRA ASSET MANAGEMENT LLC,,Y,1,TIERRA ASSET MANAGEMENT LLC,0
4815,12590,11128054,RAN ASSETS LLC,PO BOX 877,PHOENIX,AZ,85001,USA,1321 W FILLMORE ST,PHOENIX,85007,RESIDENTIAL,160048207,25-JAN-2016,WD,43100,4310,172500,17250,215600,21560,84628,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RAN ASSETS LLC,,Y,1,RAN LLC,1
4816,12594,11128084,MORTGAGE NETWORK INC,76357 VIA CHIANTI,INDIAN WELLS,CA,92210,USA,1310 W POLK ST,PHOENIX,85007,RESIDENTIAL,170363867,19-MAY-2017,WD,53300,5330,213200,21320,266500,26650,94081,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MORTGAGE NETWORK INC,,Y,1,MORTGAGE NETWORK INC,0
4817,12595,11128090,CIMURR LLC,15607 S 16TH ST,PHOENIX,AZ,85048,USA,505 N 13TH AVE,PHOENIX,85007,RESIDENTIAL,150774826,28-OCT-2015,SD,42400,4240,169800,16980,212200,21220,68700,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CIMURR LLC,,Y,1,CIMURR LLC,0
4818,12596,11128093,CIMURR LLC,1562 E WINDMERE DR,PHOENIX,AZ,85048,USA,1060 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,150598278,18-AUG-2015,WD,48700,4870,195000,19500,243700,24370,92237,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CIMURR LLC,,Y,1,CIMURR LLC,0
4819,12598,11128097,CIMURR LLC,1562 E WINDMERE DR,PHOENIX,AZ,85048,USA,1058 W TAYLOR ST,PHOENIX,85007,RESIDENTIAL,150598266,18-AUG-2015,WD,50900,5090,203900,20390,254800,25480,91980,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CIMURR LLC,,Y,1,CIMURR LLC,0
4820,12619,11129087,AVALON PREFERRED PROPERTIES LLC,8214 E BUENA TERRA WY,SCOTTSDALE,AZ,85250,USA,821 N 10TH AVE,PHOENIX,85007,RESIDENTIAL,130801180,04-SEP-2013,QD,64800,6480,259400,25940,324200,32420,138276,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AVALON PREFERRED PROPERTIES LLC,,Y,1,AVALON PREFERRED PROPERTIES LLC,0
4821,12620,11129089,RAN HOLDINGS L L C,PO BOX 877,PHOENIX,AZ,85001,USA,817 N 10TH AVE,PHOENIX,85007,RESIDENTIAL,211098484,12-OCT-2021,WD,64300,6430,257400,25740,321700,32170,139677,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RAN HOLDINGS LLC,,Y,1,RAN LLC,1
4822,12621,11129095,SCHILLINGER DEVELOPMENT INC,10632 N SCOTTSDALE RD B 466,SCOTTSDALE,AZ,85254,USA,805 N 10TH AVE,PHOENIX,85007,RESIDENTIAL,120658885,26-JUL-2012,TD,51400,5140,205900,20590,257300,25730,100644,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SCHILLINGER DEVELOPMENT INC,,Y,1,WEST USA REALTY,1
4823,12624,11129100,BRIDGE BUILDER ONE LLC,423 W CHEERY LYNN RD,PHOENIX,AZ,85013,USA,709 N 9TH AVE,PHOENIX,85007,RESIDENTIAL,150050160,26-JAN-2015,WD,61400,6140,245600,24560,307000,30700,108609,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BRIDGE BUILDER ONE LLC,,Y,1,BRIDGE BUILDER ONE LLC,0
4824,12643,11133006A,LENAS RENTALS LLC,2206 N 11TH AVE,PHOENIX,AZ,85007,USA,34 W CULVER ST,PHOENIX,85003,RESIDENTIAL,120620438,16-JUL-2012,SD,108000,10800,432100,43210,540100,54010,149583,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LENAS RENTALS LLC,,Y,1,LENAS RENTALS LLC,0
4825,12661,11140102B,825 NORTH 3RD AVENUE LLC,6955 E PARADISE RANCH RD,PARADISE VALLEY,AZ,85253,USA,823 N 3RD AVE,PHOENIX,85003,RESIDENTIAL,130031626,10-JAN-2013,SD,115000,11500,460300,46030,575300,57530,167622,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,825 NORTH 3RD AVENUE LLC,,Y,1,825 NORTH 3RD AVENUE LLC,0
4826,12662,11140102C,825 NORTH 3RD AVENUE LLC,6955 E PARADISE RANCH RD,PARADISE VALLEY,AZ,85253,USA,825 N 3RD AVE,PHOENIX,85003,RESIDENTIAL,130031626,10-JAN-2013,SD,115500,11550,462100,46210,577600,57760,173982,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,825 NORTH 3RD AVENUE LLC,,Y,1,825 NORTH 3RD AVENUE LLC,0
4827,12666,11147045A,DAVID G YANKO LP,301 300 MANNING RD NE,CALGARY,AB,T2E 8K4,CANADA,1546 W WINDSOR AVE,PHOENIX,85007,RESIDENTIAL,201295649,31-DEC-2020,SD,87000,8700,348200,34820,435200,43520,208653,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DAVID G YANKO LP,,Y,1,,0
4828,12668,11202023,EAR HOUSES L L P,PO BOX 877,PHOENIX,AZ,85001,USA,1510 W MONROE ST,PHOENIX,85007,RESIDENTIAL,211098479,12-OCT-2021,WD,47500,4750,190300,19030,237800,23780,88891,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EAR HOUSES LLP,,Y,1,RAN LLC,1
4829,12677,11203146,RAN ASSETS LLC,PO BOX 877,PHOENIX,AZ,85001,USA,1207 W MONROE ST,PHOENIX,85007,RESIDENTIAL,130959168,01-NOV-2013,WD,69800,6980,279300,27930,349100,34910,139078,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RAN ASSETS LLC,,Y,1,RAN LLC,1
4830,12686,11210050,MIKE JOHNSON ENTERPRISES LLC,8006 S 38TH PL,PHOENIX,AZ,85042,USA,1514 W SHERMAN ST,PHOENIX,85007,RESIDENTIAL,210476304,28-APR-2021,WD,40600,4060,162400,16240,203000,20300,25909,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MIKE JOHNSON ENTERPRISES LLC,,Y,1,MIKE JOHNSON ENTERPRISES LLC,0
4831,12687,11210054,OZVEST INC,22849 N 19TH AVE STE 105,PHOENIX,AZ,85027,USA,1518 W SHERMAN ST,PHOENIX,85007,RESIDENTIAL,110384138,06-MAY-2011,SD,38100,3810,152500,15250,190600,19060,28855,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OZVEST INC,,Y,1,OZVEST PROPERTY,0
4832,12688,11210056,PINE GROVE RESIDENTIAL FUNDING I LLC,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,1520 W SHERMAN ST,PHOENIX,85007,RESIDENTIAL,220314137,08-APR-2022,WD,51300,5130,205300,20530,256600,25660,115609,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,RENTERS WAREHOUSE,1
4833,12704,11213117,GREEN HOME RENTALS LLC,111 E DUNLAP AVE STE 1-293,PHOENIX,AZ,85020,USA,1722 W TONTO ST,PHOENIX,85007,RESIDENTIAL,190496014,28-JUN-2019,SD,34600,3460,138600,13860,173200,17320,29708,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GREEN HOME RENTALS LLC,,Y,1,GREEN HOME RENTALS LLC,0
4834,12706,11213121,SANTA FE 908 LLC,6309 E WILLSHIRE,SCOTTSDALE,AZ,85257,USA,1706 W TONTO ST,PHOENIX,85007,RESIDENTIAL,020507431,17-MAY-2002,SD,21100,2110,84600,8460,105700,10570,23270,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SANTA FE 908 LLC,,Y,1,SANTA FE 908 LLC,0
4835,12707,11213122,SANTA FE 908 LLC,6309 E WILLSHIRE,SCOTTSDALE,AZ,85257,USA,1702 W TONTO ST,PHOENIX,85007,RESIDENTIAL,020507431,17-MAY-2002,SD,19800,1980,79400,7940,99200,9920,21874,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SANTA FE 908 LLC,,Y,1,SANTA FE 908 LLC,0
4836,12708,11214004,THR PHOENIX LP,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,1601 W HADLEY ST,PHOENIX,85007,RESIDENTIAL,130071373,23-JAN-2013,WD,49000,4900,196300,19630,245300,24530,45570,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
4837,12711,11214060,HPA II BORROWER 2020-1 LLC,6500 INTERNATIONAL PRKWY STE 1100,PLANO,TX,75093,USA,1506 W HADLEY ST,PHOENIX,85007,RESIDENTIAL,200601185,07-JUL-2020,SD,47900,4790,191800,19180,239700,23970,136629,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HPA II BORROWER 2020-1 LLC,,Y,1,,0
4838,12714,11214064,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,1516 W HADLEY ST,PHOENIX,85007,RESIDENTIAL,180353712,09-MAY-2018,SD,53600,5360,214600,21460,268200,26820,56235,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
4839,12715,11214073,THANKS AND PRAISE LLC,116 N ROOSEVELT AVE 111-D,CHANDLER,AZ,85226,USA,1517 W SHERMAN ST,PHOENIX,85007,RESIDENTIAL,120799806,05-SEP-2012,WD,22100,2210,88700,8870,110800,11080,16058,111,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THANKS AND PRAISE LLC,,Y,1,THANKS AND PRAISE LLC,0
